codigo_partido	nombre	coalicion	partidos_coalicion	tradicional	temporalidad	gradonac	ideologia	paso_ideologia	justificacion_ideologia	grupo_representativo_1	paso1_gr	justificacion_gr_1	grupo_representativo_2	paso2_gr	justificacion_gr_2	part_alcaldia	part_asamblea	part_camara	part_concejo	part_gobernacion	part_presidencia	part_presidencia_1v	part_presidencia_2v	part_senado	fuente_ideologia	fuente_gr
20190574	"COALICION ALCALDIA DE VALLEDUPAR-CES.PARTIDO ALIANZA VERDE Y PARTIDO COLOMBIA RENACIENTE - ""PRIMERO LO SOCIAL"""	1	"[20090002,20180046]"	0	"2019-2019"	99	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	98		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190575	"COALICION ALCALDIA DE AGUACHICA-CESAR.GSC PROGRESA AGUACHICA - PARTIDO CONSERVADOR - ALIANZA SOCIAL INDEPENDIENTE Y PARTIDO AICO - ""POR EL PROGRESO DE AGUACHICA CESAR"""	1	"[20191011,18490002,19910006,19910001]"	0	"2019-2019"	99	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	98		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190576	"COALICION ALCALDIA DE AGUACHICA-CES.MOVIMIENTO AGUACHICA VIVA Y PARTIDO COLOMBIA RENACIENTE - ""AGUACHICA VIVA"""	1	"[20191818,20180046]"	0	"2019-2019"	0	4		""	98		""	99		""	1	0	0	0	0	0	0	0	0	""	""
20190577	"COALICION ALCALDIA DE AGUACHICA CES.MOVIMIENTO SOÑEMOS - MOVIMIENTO MAIS Y PARTIDO ALIANZA VERDE - ""SOÑEMOS JUNTOS"""	1	"[20191820,20130002,20090002]"	0	"2019-2019"	0	3		""	99		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190578	"COALICION ALCALDIA DE AGUSTIN CODAZZI-CES.PARTIDO ALIANZA VERDE - PARTIDO COLOMBIA RENACIENTE Y PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA - ""OPORTUNIDAD Y BIENESTAR PARA TODOS"""	1	"[20090002,20180046,20190033]"	0	"2019-2019"	0	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	98		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190579	"COALICION ALCALDIA DE ASTREA-CES.PARTIDO CAMBIO RADICAL Y PARTIDO DE LA U - ""TODOS A TRABAJAR"""	1	"[20030001,20050002]"	0	"2019-2019"	1	3		""	99		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190580	"COALICION ALCALDIA DE BECERRIL-CES.PARTIDO CAMBIO RADICAL - PARTIDO LIBERAL Y ALIANZA SOCIAL INDEPENDIENTE - ""ALIANZA POR BECERRIL FUTURO MEJOR"""	1	"[20030001,18480001,19910006]"	0	"2019-2019"	1	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190581	"COALICION ALCALDIA DE BOSCONIA-CES.ALIANZA SOCIAL INDEPENDIENTE Y MOVIMIENTO POR UNA BOSCONIA MEJOR - ""POR UNA BOSCONIA MEJOR"""	1	"[19910006,20191829]"	0	"2019-2019"	0	3		""	98		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190582	"COALICION ALCALDIA DE BOSCONIA-CES.POLO DEMOCRATICO ALTERNATIVO Y PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA - ""POR UNA BOSCONIA DIGNA"""	1	"[20050001,20190033]"	0	"2019-2019"	0	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	98		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190583	"COALICION ALCALDIA DE CURUMANI-CES.PARTIDO CAMBIO RADICAL Y PARTIDO LIBERAL - ""ALIANZA POR CURUMANI"""	1	"[20030001,18480001]"	0	"2019-2019"	1	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190584	"COALICION ALCALDIA DE CURUMANI-CES.PARTIDO ALIANZA VERDE - POLO DEMOCRATICO ALTERNATIVO Y PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA - ""CURUMANI ALTERNATIVO"""	1	"[20090002,20050001,20190033]"	0	"2019-2019"	99	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190585	"COALICION ALCALDIA DE GAMARRA-CES.PARTIDO CAMBIO RADICAL Y ALIANZA DEMOCRATICA AFROCOLOMBIANA ADA - ""UNIDOS POR UNA MEJOR GAMARRA"""	1	"[20030001,20180047]"	0	"2019-2019"	1	3		""	98		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190586	"COALICION ALCALDIA DE GONZALEZ-CES.PARTIDO DE LA U - PARTIDO CAMBIO RADICAL Y MOVIMIENTO MAIS - ""POR VOS GONZALEZ"""	1	"[20050002,20030001,20130002]"	0	"2019-2019"	1	3		""	99		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190587	"COALICION ALCALDIA DE GONZALEZ-CES.PARTIDO ALIANZA VERDE Y PARTIDO COLOMBIA RENACIENTE - ""GONZALEZ MUCHO MEJOR"""	1	"[20090002,20180046]"	0	"2019-2019"	99	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	98		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190588	"COALICION ALCALDIA DE LA GLORIA-CES.PARTIDO ALIANZA VERDE Y PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA - ""POR UNA GLORIA DIGNA"""	1	"[20090002,20190033]"	0	"2019-2019"	99	3		""	98		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190589	"COALICION ALCALDIA DE LA GLORIA-CES.MOVIMIENTO LA GLORIA - PARTIDO CONSERVADOR Y ALIANZA SOCIAL INDEPENDIENTE - ""ALIANZA POR LA GLORIA"	1	"[20191824,18490002,19910006]"	0	"2019-2019"	0	3		""	99		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190590	"COALICION ALCALDIA DE LA JAGUA DE IBIRICO-CES.PARTIDO LIBERAL - PARTIDO CAMBIO RADICAL Y PARTIDO DE LA U - ""RECONCILIACION Y UNIDAD JAGUERA"""	1	"[18480001,20030001,20050002]"	0	"2019-2019"	1	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190591	"COALICION ALCALDIA DE MANAURE-CES.PARTIDO CAMBIO RADICAL Y MOVIMIENTO MAIS - ""PARA QUE MANAURE SIGA GANANDO"""	1	"[20030001,20130002]"	0	"2019-2019"	1	3		""	98		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190592	"COALICION ALCALDIA DE PAILITAS-CES.MOVIMIENTO JUNTOS POR PAILITAS - MOVIMIENTO MAIS - PARTIDO CAMBIO RADICAL - PARTIDO DE LA U Y ALIANZA SOCIAL INDEPENDIENTE - ""JUNTOS POR PAILITAS"""	1	"[20191825,20130002,20030001,20050002,19910006]"	0	"2019-2019"	0	3		""	99		""	98		""	1	0	0	0	0	0	0	0	0	""	""
20190593	"COALICION ALCALDIA DE PELAYA-CES.MOVIMIENTO FIRME PELAYA - PARTIDO ALIANZA VERDE Y MOVIMIENTO MAIS - ""JUNTOS POR EL CAMBIO"""	1	"[20191826,20090002,20130002]"	0	"2019-2019"	0	4		""	99		""	99		""	1	0	0	0	0	0	0	0	0	""	""
