codigo_partido	nombre	coalicion	partidos_coalicion	tradicional	temporalidad	gradonac	ideologia	paso_ideologia	justificacion_ideologia	grupo_representativo_1	paso1_gr	justificacion_gr_1	grupo_representativo_2	paso2_gr	justificacion_gr_2	part_alcaldia	part_asamblea	part_camara	part_concejo	part_gobernacion	part_presidencia	part_presidencia_1v	part_presidencia_2v	part_senado	fuente_ideologia	fuente_gr
20000764	"COALICION CONCEJO LERIDA-TOLIMA.PARTIDO LIBERAL Y PARTIDO SOCIALDEMOCRATA COLOMBIANO"	1	"[18480001,19900004]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000765	"COALICION CONCEJO LERIDA-TOLIMA.MOVIMIENTO CONVERGENCIA CIUDADANA Y PARTIDO LIBERAL"	1	"[19970002,18480001]"	0	"2000-2000"	1	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000766	"COALICION CONCEJO LIBANO-TOLIMA.MOVIMIENTO MORAL Y PARTIDO CONSERVADOR"	1	"[20000001,18490002]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000767	"COALICION CONCEJO SAN SEBASTIAN DE MARIQUITA-TOLIMA.PARTIDO LIBERAL Y MOVIMIENTO CIVICO RENOVACION PROGR."	1	"[18480001,20000790]"	1	"2000-2000"	1	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000768	"COALICION CONCEJO SAN SEBASTIAN DE MARIQUITA-TOLIMA. CAMBIO RADICAL Y MOVIMIENTO POP. VIVI."	1	"[19980002,20000868]"	0	"2000-2000"	99	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000769	"COALICION CONCEJO SAN SEBASTIAN DE MARIQUITA-TOLIMA.CAMBIO RADICAL Y PARTIDO SOCIALDEMOCRATA COLOMBIANO"	1	"[19980002,19900004]"	0	"2000-2000"	0	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000770	"COALICION CONCEJO MELGAR-TOLIMA.PARTIDO CONSERVADOR Y MOVIMIENTO VAMOS COLOMBIA"	1	"[18490002,19970003]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000771	"COALICION CONCEJO MELGAR-TOLIMA.PARTIDO CONSERVADOR Y APERTURA LIBERAL"	1	"[18490002,19930001]"	0	"2000-2000"	1	2	7	"Las coaliciones se asignan de derecha si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de derecha. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000772	"COALICION CONCEJO NATAGAIMA-TOLIMA. PARTIDO LIBERAL Y CAMBIO RADICAL"	1	"[18480001,19980002]"	0	"2000-2000"	1	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000773	"COALICION CONCEJO SALDAÑA-TOLIMA.MOVIMIENTO DE SALVACION NACIONAL Y PARTIDO SOCIALISTA DEMOCRATICO"	1	"[19900001,20000786]"	0	"2000-2000"	0	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000774	"COALICION CONCEJO SALDAÑA-TOLIMA.PARTIDO CONSERVADOR - PARTIDO SOCIALDEMOCRATA COLOMBIANO Y PARTIDO LIBERAL"	1	"[18490002,19900004,18480001]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000775	"COALICION CONCEJO SALDAÑA-TOLIMA.PARTIDO CONSERVADOR - PARTIDO SOCIALDEMOCRATA COLOMBIANO Y VIA ALTERNA"	1	"[18490002,19900004,19980009]"	0	"2000-2000"	0	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000776	"COALICION CONCEJO SANTA ISABEL-TOLIMA.PARTIDO CONSERVADOR Y PARTIDO POPULAR COLOMBIANO"	1	"[18490002,19970006]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000777	"COALCION CONCEJO VALLE DE SAN JUAN-TOLIMA.PARTIDO CONSERVADOR Y CONVERGENCIA CIUDADANA"	1	"[18490002,19970002]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000778	"UNIDAD"	0	""	0	"2000-2000"	0	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000779	"COALICION CONCEJO VILLAHERMOSA-TOLIMA.PARTIDO CONSERVADOR Y MOVIMIENTO DE PARTICIPACION COMUNITARIA"	1	"[18490002,19920106]"	0	"2000-2000"	1	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000780	"COALICION CONCEJO VILLAHERMOSA-TOLIMA.M DE PAR COMU YP CON COLO"	1	"[20000203,.]"	0	"2000-2000"	0	4		""	98		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000781	"COALICION CONCEJO ALCALA-VALLE.MOVIMIENTO VAMOS COLOMBIA Y MPCC"	1	"[19970003,20000872]"	0	"2000-2000"	99	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000782	"COALICION CONCEJO ANDALUCIA-VALLE.PARTIDO CONSERVADOR Y FUERZA PROGRESISTA FP"	1	"[18490002,19940016]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000783	"COALICION CONCEJO ANDALUCIA-VALLE.PARTIDO CONSERVADOR Y MOVIMIENTO COMUNAL Y COMUNITARIO"	1	"[18490002,19980014]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000784	"ASOCIACION PLAN DE VIVIENDA BARRIO"	0	""	0	"2000-2000"	0	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000785	"COALICION CONCEJO BUENAVENTURA-VALLE.ANAPO Y ALIANZA SOCIAL INDIGENA ASI"	1	"[19610001,19910002]"	0	"2000-2000"	0	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000786	"COALICION CONCEJO BUENAVENTURA-VALLE.ANAPO Y MOVIMIENTO CIUDADANO"	1	"[19610001,20000012]"	0	"2000-2000"	0	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000787	"COALICION CONCEJO BUGALAGRANDE-VALLE.PARTIDO LIBERAL - PARTIDO CONSERVADOR Y PARTIDO SOCIALISTA DEMOCRATICO PSD"	1	"[18480001,18490002,19380001]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000788	"COALICION CONCEJO BUGALAGRANDE-VALLE.PARTIDO CONSERVADOR - PARTIDO LIBERAL Y PARTIDO SOCIALISTA DEMOCRATICO PSD"	1	"[18490002,18480001,19380001]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000789	"COALICION CONCEJO CALI-VALLE.MOVIMIENTO UNION CRISTIANA UC Y PARTIDO NACIONAL CRISTIANO PNC"	1	"[19880001,19890001]"	0	"2000-2000"	0	3		""	3	6	"Cuando más del 50% de los partidos de la coalición sean de la misma categoría, entonces la coalición heredará esta clasificación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	98		""	0	0	0	1	0	0	0	0	0	""	""
20000790	"COALICION CONCEJO CALI-VALLE.CAMBIO RADICAL Y PARTIDO LIBERAL"	1	"[19980002,18480001]"	0	"2000-2000"	1	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000791	"COALICION CONCEJO CALI-VALLE.VIA ALTERNA Y CAMBIO RADICAL"	1	"[19980009,19980002]"	0	"2000-2000"	0	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000792	"COALICION CONCEJO CALI-VALLE.PARTIDO CONSERVADOR Y MOVIMIENTO UNIONISTA"	1	"[18490002,20000024]"	0	"2000-2000"	1	2	7	"Las coaliciones se asignan de derecha si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de derecha. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000793	"COALICION CONCEJO CALI-VALLE.PARTIDO LIBERAL Y MOVIMIENTO COMUNAL Y COMUNITARIO"	1	"[18480001,19980014]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000794	"COALICION CONCEJO CALI-VALLE.VIA ALTERNA Y PARTIDO SOCIALISTA DEMOCRATICO"	1	"[19980009,19380001]"	0	"2000-2000"	0	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000795	"COALICION CONCEJO CALI-VALLE.PARTIDO LIBERAL Y PARTIDO CONSERVADOR"	1	"[18480001,18490002]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000796	"COALICION CONCEJO CALI-VALLE.PARTIDO CONSERVADOR Y MOVIMIENTO COMUNAL Y COMUNITARIO"	1	"[18490002,19980014]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000797	"COALICION CONCEJO CANDELARIA-VALLE.CONVERGENCIA POPULAR CIVICA Y PARTIDO CONSERVADOR"	1	"[20000004,18490002]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000798	"COALICION CONCEJO CANDELARIA-VALLE.PARTIDO LIBERAL Y PARTIDO CONSERVADOR"	1	"[18480001,18490002]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000799	"COALICION CONCEJO CARTAGO-VALLE.PARTIDO LIBERAL Y MOVIMIENTO MOIR"	1	"[18480001,19700002]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000800	"COALICION CONCEJO DAGUA-VALLE.PARTIDO CONSERVADOR Y PARTIDO LIBERAL"	1	"[18490002,18480001]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000801	"COALICION CONCEJO DAGUA-VALLE.PARTIDO CONSERVADOR Y MOVIMIENTO POPULAR UNIDO MPU"	1	"[18490002,19900003]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000802	"COALICION CONCEJO DAGUA-VALLE.MOVIMIENTO UNION CRISTIANA UC Y PARTIDO LIBERAL"	1	"[19880001,18480001]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000803	"COALICION CONCEJO DAGUA-VALLE.PARTIDO LIBERAL Y MOVIMIENTO UNIONISTA"	1	"[18480001,20000024]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000804	"COALICION CONCEJO EL CERRITO-VALLE.PARTIDO LIBERAL Y MOVIMIENTO M19"	1	"[18480001,19900007]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000805	"COALICION CONCEJO EL CERRITO-VALLE.PARTIDO CONSERVADOR Y MOVIMIENTO ALAS"	1	"[18490002,19980005]"	0	"2000-2000"	1	2	7	"Las coaliciones se asignan de derecha si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de derecha. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000806	"COALICION CONCEJO GINEBRA-VALLE.MOVIMIENTO COMUNAL Y COMUNITARIO Y MOVIMIENTO HUELLA"	1	"[19980014,19980007]"	0	"2000-2000"	0	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000807	"COALICION CONCEJO BUGA-VALLE.PARTIDO LIBERAL Y PARTIDO CONSERVADOR"	1	"[18480001,18490002]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000808	"COALICION CONCEJO BUGA-VALLE.MOVIMIENTO VIA ALTERNA Y PARTIDO VERDE OXIGENO"	1	"[19980009,19980003]"	0	"2000-2000"	0	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000810	"COALICION CONCEJO BUGA-VALLE.PARTIDO LIBERAL Y MOVIMIENTO NACIONAL"	1	"[18480001,19780001]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000811	"COALICION CONCEJO BUGA-VALLE.PARTIDO LIBERAL Y MOVIMIENTO COMUNAL Y COMUNITARIO"	1	"[18480001,19980014]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000812	"COALICION CONCEJO RIOFRIO-VALLE.MOVIMIENTO UNIONISTA Y MOVIMIENTO MOIR"	1	"[20000024,19700002]"	0	"2000-2000"	0	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000813	"COALICION CONCEJO TULUA-VALLE.PARTIDO LIBERAL Y CONVERGENCIA POPULAR CIVICA"	1	"[18480001,20000004]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000814	"COALICION CONCEJO YUMBO-VALLE.PARTIDO LIBERAL Y MOVIMIENTO COMUNAL Y COMUNITARIO"	1	"[18480001,19980014]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000815	"COALICION CONCEJO YUMBO-VALLE.CAMBIO RADICAL - PARTIDO CONSERVADOR Y MOVIMIENTO POPULAR UNIDO MPU"	1	"[19980002,18490002,19900003]"	0	"2000-2000"	99	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000816	"COALICION CONCEJO YUMBO-VALLE.ALIANZA DEMOCRATICA M19 Y PARTIDO SOCIALISTA DEMOCRATICO PSD"	1	"[19900007,19380001]"	0	"2000-2000"	0	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	98		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000817	"COALICION CONCEJO YUMBO-VALLE.PARTIDO CONSERVADOR Y PARTIDO LIBERAL"	1	"[18490002,18480001]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	1	0	0	0	0	0	""	""
20000818	"COALICION GOBERNACION ARAUCA.  PARTIDO LIBERAL Y MOVIMIENTO COMUNAL Y COMUNITARIO"	1	"[18480001,19980014]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000819	"COALICION GOBERNACION ATLANTICO.  PARTIDO LIBERAL - PARTIDO CONSERVADOR - MOVIMIENTO M19 - NACIONAL CONSERVADOR Y FUERZA PROGRAMATICA"	1	"[18480001,18490002,19900007,19900013,20000792]"	1	"2000-2000"	0	4		""	99		""	99		""	0	0	0	0	1	0	0	0	0	""	""
20000820	"COALICION GOBERNACION CALDAS.  MOVIMIENTO CIVICO INDEPENDIENTE - MOVIMIENTO SALVACION NACIONAL Y CPC"	1	"[19920003,19900001,20000852]"	0	"2000-2000"	0	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000821	"COALICION GOBERNACION CAQUETA.  PARTIDO LIBERAL Y MOVIMIENTO COMUNAL Y COMUNITARIO"	1	"[18480001,19980014]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000822	"COALICION GOBERNACION CAQUETA.  PARTIDO LIBERAL Y CAMBIO RADICAL"	1	"[18480001,19980002]"	0	"2000-2000"	1	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000823	"COALICION GOBERNACION CASANARE.  MOVIMIENTO NACIONAL - CAMBIO RADICAL Y MOVIMIENTO NUEVA COLOMBIA"	1	"[19780001,19980002,19940017]"	0	"2000-2000"	0	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000824	"COALICION GOBERNACION CAUCA.  ALIANZA SOCIAL INDIGENA ASI Y MAICO"	1	"[19910002,20000856]"	0	"2000-2000"	99	4		""	98		""	99		""	0	0	0	0	1	0	0	0	0	""	""
20000825	"COALICION GOBERNACION CESAR.  PARTIDO LIBERAL Y MOVIMIENTO ALAS"	1	"[18480001,19980005]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000826	"COALICION GOBERNACION CUNDINAMARCA.  CAMBIO RADICAL - MOVIMIENTO VIA ALTERNA Y MOVIMIENTO NUEVA COLOMBIA"	1	"[19980002,19980009,19940017]"	0	"2000-2000"	0	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000827	"COALICION GOBERNACION CORDOBA.  MIPOL Y MOVIMIENTO APERTURA LIBERAL"	1	"[19970005,19930001]"	0	"2000-2000"	0	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000828	"COALICION GOBERNACION HUILA.  CAMBIO RADICAL - MOVIMIENTO RE. AL. - MCC Y NUEVO LIBERALISMO"	1	"[19980002,20000793,20000860,19790001]"	0	"2000-2000"	0	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000829	"COALICION GOBERNACION LA GUAJIRA.  PARTIDO LIBERAL Y MOVIMIENTO RENOVACION DE ACCION LIBER"	1	"[18480001,20000793]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000830	"COALICION GOBERNACION LA GUAJIRA.  PARTIDO LIBERAL Y MOVIMIENTO ALTERNATIVA DEMOCRATICA"	1	"[18480001,19940001]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000831	"COALICION GOBERNACION MAGDALENA.  MOVIMIENTO MORAL - PARTIDO LIBERAL Y PARTIDO CONSERVADOR"	1	"[20000001,18480001,18490002]"	1	"2000-2000"	1	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000832	"COALICION GOBERNACION MAGDALENA.  PARTIDO LIBERAL Y MOVIMIENTO COMUNAL Y COMUNITARIO"	1	"[18480001,19980014]"	0	"2000-2000"	1	3		""	98		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000833	"COALICION GOBERNACION NARIÑO.  PARTIDO CONSERVADOR - MCC - ANAPO Y MOVIMIENTO CIVICO INDEPENDIENTE"	1	"[18490002,20000860,19610001,19920003]"	0	"2000-2000"	0	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000834	"COALICION GOBERNACION NORTE DE SANTANDER.  PARTIDO CONSERVADOR - SOCIALDEMOCRATA COLOMBIANO Y LAICOS DE COLOMBIA"	1	"[18490002,19900004,19910003]"	0	"2000-2000"	0	2	7	"Las coaliciones se asignan de derecha si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de derecha. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000835	"COALICION GOBERNACION QUINDIO.  MOVIMIENTO VIA ALTERNA - SOCIALDEMOCRATA COLOMBIANO Y MOVIMIENTO M19"	1	"[19980009,19900004,19900007]"	0	"2000-2000"	0	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000836	"COALICION GOBERNACION RISARALDA.  EPC VIA A - MOIR Y RENOVACION DEMOCRATICA"	1	"[19980009,19700002,19910012]"	0	"2000-2000"	0	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000837	"COALICION GOBERNACION RISARALDA.  NUEVA FUERZA DEMOCRATICA Y PARTIDO CONSERVADOR"	1	"[19900002,18490002]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000838	"COALICION GOBERNACION SANTANDER.  PARTIDO CONSERVADOR - APERTURA LIBERAL Y MOVIMIENTO PARTIDO POPULAR"	1	"[18490002,19930001,19970006]"	0	"2000-2000"	99	2	7	"Las coaliciones se asignan de derecha si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de derecha. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000839	"COALICION GOBERNACION SANTANDER.  PARTIDO LIBERAL - CON. CIVICA - MCC Y NUEVO LIBERALISMO"	1	"[18480001,19940002,20000860,19790001]"	0	"2000-2000"	0	3	8	"Las coaliciones que tengan más de la mitad de partidos clasificados como ni de izquierda ni derecha tendrán esta misma denominación. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000840	"COALICION GOBERNACION SUCRE.  FUERZA PROGRESISTA Y MOVIMIENTO COLOMBIA MI PAIS"	1	"[19940016,19980004]"	0	"2000-2000"	0	4		""	99		""	99		""	0	0	0	0	1	0	0	0	0	""	""
20000841	"COALICION GOBERNACION TOLIMA.  MOVIMIENTO CONV CIUDADANA - PARTIDO CONSERVADOR Y MOVIMIENTO APERTURA LIBERAL"	1	"[19970002,18490002,19930001]"	0	"2000-2000"	0	2	7	"Las coaliciones se asignan de derecha si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de derecha. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000842	"COALICION GOBERNACION TOLIMA.  PARTIDO LIBERAL Y MOVIMIENTO POPULAR COLOMBIANO"	1	"[18480001,19900005]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000843	"COALICION GOBERNACION VALLE DEL CAUCA.  PARTIDO LIBERAL Y MOVIMIENTO NACIONAL CIVICO INDEPENDIENTE"	1	"[18480001,19920003]"	0	"2000-2000"	1	3		""	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000844	"COALICION GOBERNACION VALLE DEL CAUCA.  PARTIDO CONSERVADOR - ANAPO Y MOVIMIENTO M19"	1	"[18490002,19610001,19900007]"	0	"2000-2000"	0	1	6	"Las coaliciones se asignan de izquierda si al menos más de la mitad de los partidos que hacen parte de la coalición han sido catalogados como de izquierda. En el caso en que la coalición consista de exactamente dos partidos, se deberá contar con el 100%"	99		""	98		""	0	0	0	0	1	0	0	0	0	""	""
20000846	"APERTURA NACIONAL"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	0	0	0	0	0	0	""	""
20000848	"CC"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000850	"CONV. CIUDAD NACIONAL"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	0	0	0	0	0	0	""	""
20000852	"CPC"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	0	1	0	0	0	0	""	""
20000854	"FUERZA"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	0	0	0	0	0	0	""	""
20000856	"MAICO"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	0	0	0	1	1	0	0	0	0	""	""
20000858	"MC"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000860	"MCC"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	1	1	0	0	0	0	""	""
20000862	"MCSC"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	0	0	0	0	0	0	""	""
20000866	"MOVIMIENTO CONSERVADOR INDEPENDIENTE"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	0	0	0	0	0	0	""	""
20000868	"MOVIMIENTO POPULAR VIVI."	0	""	0	"2000-2000"	99	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000870	"MOVIMIENTO UNAMONOS"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	1	1	0	0	0	0	0	""	""
20000872	"MPCC"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	0	0	0	1	0	0	0	0	0	""	""
20000874	"MPCCC"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	0	0	0	0	0	0	""	""
20000876	"VIA NACIONAL RADICAL"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	0	0	0	0	0	0	""	""
20000878	"VISIONARIOS"	0	""	0	"2000-2000"	99	4		""	99		""	99		""	1	0	0	0	0	0	0	0	0	""	""
20010001	"MOVIMIENTO FRENTE SOCIAL Y POLITICO"	0	""	0	"2002-2003"	0	1	3	"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida."	98		""	98		""	1	1	1	1	1	0	0	0	1	"1_1522097704.pdf (archivodelosddhh.gov.co),EL FRENTE SOCIAL Y POLÍTICO - Archivo Digital de Noticias de Colombia y el Mundo desde 1.990 - eltiempo.com"	"http://www.archivodelosddhh.gov.co/saia_release1/almacenamiento/APROBADO/2018-03-26/417234/anexos/1_1522097704.pdf"
20020001	"ASOCIACION PRIMERO COLOMBIA"	0	""	0	"2002-2006"	0	3	3	"Se revisan los planes de gobierno de cada partido para cada municipio o elección y se clasifican como de izquierda o derecha según criterios del paso anterior. Si no encajan en ninguna de las dos categorías, se les cataloga como sin ideología definida."	98		""	98		""	0	0	0	0	0	1	0	0	0	"https://primerocolombia.com/quienes-somos/"	"https://primerocolombia.com/quienes-somos/"
