"cluster","grupo_representativo_1","n","Porcentaje"
"1",98,2,0.655737704918033
"1",99,303,99.344262295082
"2",1,167,6.80799021606196
"2",2,103,4.19894007337954
"2",3,40,1.63065633917652
"2",4,46,1.875254790053
"2",5,17,0.69302894415002
"2",6,10,0.40766408479413
"2",7,179,7.29718711781492
"2",98,220,8.96860986547085
"2",99,1671,68.1206685690991
"3",1,8,0.335429769392034
"3",7,17,0.712788259958071
"3",98,757,31.7400419287212
"3",99,1603,67.2117400419287
