nombre,tipo_eleccion,votos_totales,n_registros
PENSANDO EN GRANDE,Gobernaci??n,819389,125
PENSANDO EN GRANDE POR SANTA MARTA,Concejo Municipal,13979,21
PEREIRA CAMBIA,Concejo Municipal,6898,19
PEREIRA PROSPERA,Concejo Municipal,11338,20
PEREIRA SOCIAL,Concejo Municipal,16721,20
PEÑALOSA ALCALDE,Alcaldía Municipal,591373,1
PIEDECUESTA CIVICA,Alcaldía Municipal,20177,1
PIEDECUESTA PROYECTO DE TODOS,Alcaldía Municipal,41726,1
PIJAO NUEVO,Concejo Municipal,729,10
PODEMOS CALI,Alcaldía Municipal,268950,1
PODEMOS MAS,Alcaldía Municipal,21433,1
PODEMOS MAS,Concejo Municipal,3374,18
POL COM Y COM CIU POR BOYACA,Asamblea Departamental,4033,920
POLO DEMOCRATICO ALTERNATIVO,Presidencia Primera Vuelta,3289785,2345
POLO DEMOCRATICO ALTERNATIVO,Senado,2895040,94186
POLO DEMOCRATICO ALTERNATIVO,Presidencia,2613157,1170
POLO DEMOCRATICO ALTERNATIVO,Concejo Municipal,2594675,18364
POLO DEMOCRATICO ALTERNATIVO,Alcaldía Municipal,2515187,685
POLO DEMOCRATICO ALTERNATIVO,C??mara de Representantes,2148066,25733
POLO DEMOCRATICO ALTERNATIVO,Asamblea Departamental,1667008,34985
POLO DEMOCRATICO ALTERNATIVO,Gobernaci??n,1017986,1885
POLO DEMOCRATICO ALTERNATIVO,Alcaldia,94885,68
POLO DEMOCRATICO ALTERNATIVO,Gobernacion,7697,53
POLO DEMOCRATICO INDEPENDIENTE - PDI,Alcaldía Municipal,962734,112
POLO DEMOCRATICO INDEPENDIENTE - PDI,Concejo Municipal,416801,2470
POLO DEMOCRATICO INDEPENDIENTE - PDI,Asamblea Departamental,245809,6342
POLO DEMOCRATICO INDEPENDIENTE - PDI,Gobernaci??n,162257,343
POPAYAN OPORTUNIDADES PARA TODOS,Alcaldía Municipal,38969,1
POR AMOR A CANDELARIA,Concejo Municipal,4891,14
POR BARICHARA UNIDO Y PROSPERO,Alcaldía Municipal,1333,1
POR CALDAS VALE LA PENA,Alcaldía Municipal,3857,1
POR CALDAS VALE LA PENA,Concejo Municipal,2248,16
POR COGUA VALE LA PENA,Alcaldía Municipal,3507,1
POR COGUA VALE LA PENA,Concejo Municipal,1529,21
POR COTA TRANSPARENTE,Concejo Municipal,383,12
POR EL CAMBIO,Alcaldía Municipal,860,1
POR EL CAMPOHERMOSO QUE QUEREMOS,Alcaldía Municipal,633,1
POR EL CAMPOHERMOSO QUE QUEREMOS,Concejo Municipal,324,8
POR EL MUNICIPIO Y SUS GENTES,Concejo Municipal,151,10
POR EL RETORNO DE LAS OBRAS Y EL PROGRESO,Concejo Municipal,244,12
POR EL ROSAL QUE TODOS QUEREMOS,Alcaldía Municipal,3892,1
POR EL SAN GIL QUE MERECEMOS,Alcaldía Municipal,10843,1
POR EL TUMACO QUE QUEREMOS,Alcaldía Municipal,18354,1
POR LA BOGOTA QUE QUEREMOS,Concejo Municipal,87679,21
POR TI ENVIGADO,Concejo Municipal,8793,18
POR TUS DERECHOS,Alcaldía Municipal,12032,1
POR UN CASTILLO MEJOR,Alcaldía Municipal,867,1
POR UN CHARALA GRANDE,Alcaldía Municipal,2291,1
POR UN HUILA MEJOR,C??mara de Representantes,73228,185
POR UN IZA DEMOCRATICO Y PROGRESISTA,Alcaldía Municipal,790,1
POR UN NUEVO MUNICIPIO,Alcaldía Municipal,16,1
POR UN PANDI PARA TODOS,Alcaldía Municipal,212,1
POR UN QUINDIO PARA TODOS,Gobernaci??n,94073,12
POR UNA ALIANZA CIUDADANA,Concejo Municipal,1854,18
POR UNA CARTAGENA SOCIAL,Alcaldía Municipal,52305,1
POR UNA FLORIDA MEJOR,Alcaldía Municipal,2876,1
POR UNA SEGOVIA MEJOR,Alcaldía Municipal,3782,1
POR UNA VILLAMARIA PARTICIPATIVA E INCLUYENTE,Alcaldía Municipal,5679,1
PORQUE EN LA CEJA PODEMOS VIVIR MEJOR,Alcaldía Municipal,16002,1
PORQUE YO SI QUIERO A CASTILLA LA NUEVA,Alcaldía Municipal,1946,1
PORQUE YO SI QUIERO A CASTILLA LA NUEVA,Concejo Municipal,971,10
PRIMERO BETANIA,Alcaldía Municipal,2989,1
PRIMERO CLEMENCIA,Concejo Municipal,92,12
PRIMERO CLEMENCIA,Alcaldía Municipal,85,1
PRIMERO FUSAGASUGA,Alcaldía Municipal,13360,1
PRIMERO LA GENTE,Alcaldía Municipal,136145,2
PRIMERO LA GENTE,Concejo Municipal,11916,32
PRIMERO LA GENTE,Alcaldia,8392,3
PRIMERO LA PAZ Y LOS RISARALDENSES,Gobernaci??n,18584,14
PRIMERO MORROA,Alcaldía Municipal,4248,1
PRIMERO MORROA,Concejo Municipal,3416,12
PRIMERO SAHAGUN,Alcaldía Municipal,16156,1
PRIMERO SAHAGUN,Concejo Municipal,3933,16
PRIMERO SAN VICENTE,Alcaldía Municipal,4369,1
PRIMERO SAN VICENTE,Concejo Municipal,3252,14
PROGRESAR,Alcaldía Municipal,476,1
PROGRESISTAS,Alcaldía Municipal,723157,1
PROGRESISTAS,Concejo Municipal,208183,100
PROGRESISTAS,Alcaldia,2137,1
PROGRESISTAS POR AMOR A SANTA MARTA,Concejo Municipal,6235,20
PROGRESO PARA ALBAN,Alcaldía Municipal,988,1
PROGRESO PARA TODOS,Alcaldía Municipal,3603,1
PROPUESTA CIUDADANA,Senado,4937,2114
PROSPERIDAD POR CHIA,Concejo Municipal,1934,15
PROYECTO POR PASTO,Concejo Municipal,1901,6
"PUEBLO, TIERRA Y FUTURO",Alcaldía Municipal,7306,1
PUEBLOS UNIDOS MULTIETNICOS DE CUMARIBO PUMEC,Concejo Municipal,510,14
"PUEDO EL PEÑOL UNIDO POR LA EDUCACION, EL DESARROLLO Y LAS OPORTUNIDADES",Alcaldía Municipal,3091,1
"PUERTO BOYACÁ PRODUCTIVA, COMPETITIVA Y SOLIDARIA",Alcaldía Municipal,13001,1
PUERTO GAITAN SOMOS TODOS,Concejo Municipal,440,12
PUERTO WILCHES COMPROMISO DE TODOS,Alcaldía Municipal,4798,1
PUNTO DE PARTIDA A LA EQUIDAD S,Concejo Municipal,1527,4
QUETAME CRECE MAS,Alcaldía Municipal,1896,1
"QUETAME NOS UNE ORDEN , CULTURA Y PROGRESO",Alcaldía Municipal,1555,1
QUILOMBO ZUMBI,C??mara de Representantes,3042,1877
QUINDIO FIRME,Gobernaci??n,86123,12
RAICES,C??mara de Representantes,2023,1637
RECONSTRUYAMOS A FACATATIVA,Concejo Municipal,3681,18
RECUPERACION DEL LIDERAZGO REGIONAL DE SANTA ROSA,Alcaldía Municipal,13739,1
RECUPEREMOS A FOSCA,Alcaldía Municipal,2082,1
RECUPEREMOS BOGOTA,Alcaldía Municipal,906058,1
RED DE VÍCTIMAS TEJEDORAS DE LA MEMORIA,C??mara de Representantes,2502,44
REGISTRATE AL CAMBIO,Alcaldía Municipal,1960,1
REMEDIOS POSIBLE,Concejo Municipal,433,9
RENACE FLORIDABLANCA,Alcaldía Municipal,51685,1
RENOVACION COLOMBIA,Asamblea Departamental,8354,248
RENOVACION COLOMBIA,Senado,7512,2114
RENOVACION ETNICA DE COLOMBIA,Senado,7889,4289
RENOVACION ETNICA DE COLOMBIA,C??mara de Representantes,4400,859
RENOVACION GUARCEÑA,Alcaldía Municipal,3128,1
RENOVACION SOCIAL CATOLICA,Senado,1354,2114
RENOVACION Y CAMBIO PARA CONSTRUIR FUTURO,Alcaldía Municipal,2930,1
RENOVACION Y SOLIDARIDAD,Alcaldía Municipal,21368,1
RENOVACIÓN CON FUTURO,Alcaldía Municipal,1916,1
RENOVACIÓN POLÍTICA COLOMBIANA,Concejo Municipal,7009,18
RENOVACIÓN POLÍTICA COLOMBIANA,Alcaldía Municipal,428,1
RENOVANDO FUERZAS,Alcaldía Municipal,407,1
RESERVA MORAL SIGLO XXI,Senado,1302,2114
RESGUARDO CAMPO ALEGRE,Senado,4749,734
RESGUARDO INDIGENA ALTA Y MEDIA GUAJIRA,C??mara de Representantes,5556,713
RESGUARDO INDÍGENA GABARRA CATALAURA,C??mara de Representantes,3324,24
RESGUARDO INDÍGENA IROKA,C??mara de Representantes,3532,39
RESPETO POR EL MAGDALENA,Gobernaci??n,171153,29
RESTAURACION CONSERVADORA,Camara de Representantes,8914,92
RESTAURACION MORAL DE SAHAGUN MIPOL,Alcaldía Municipal,16126,1
REVIVIR SIPÍ,C??mara de Representantes,4430,41
RICAURTE NUESTRO COMPROMISO,Alcaldía Municipal,3781,1
RIOHACHA ADELANTE,Alcaldía Municipal,16769,1
RIONEGRO CON VALORES,Alcaldía Municipal,20279,1
RISARALDA PRIMERO,Gobernaci??n,5833,14
S.G.C SIMIJACA DECIDE,Concejo Municipal,286,11
S.G.C SOMOS SABANETA,Concejo Municipal,5545,14
SABANETA SOMOS TODOS,Concejo Municipal,1341,14
SALAZAR ES USTED,Concejo Municipal,327,4
SALENTO FIRME,Alcaldía Municipal,1766,1
SAMANA UN COMPROMISO DE TODOS,Alcaldía Municipal,4580,1
SAN GIL ES MAS PROGRESO MÁS FUTURO,Alcaldía Municipal,8385,1
SAN PEDRO INCLUYENTE PROSPERO Y EQUITATIVO,Alcaldía Municipal,1462,1
SAN RAFAEL EN ACCION,Concejo Municipal,505,10
SANTA BARBARA COMPROMISO DE TODOS,Alcaldía Municipal,4675,1
SANTANDER EN SERIO,Gobernaci??n,658688,174
SARAVENA CIUDAD DE PROGRESO Y EQUIDAD PARA TODOS,Alcaldía Municipal,5297,1
SEMBRANDO SEMILLAS DE ESPERANZA,Alcaldía Municipal,1489,1
SI HAY CAMPO PARA TODOS,Alcaldía Municipal,749,1
SI PODEMOS,Alcaldía Municipal,58500,4
SI PODEMOS,Alcaldia,4953,3
SI PODEMOS,Concejo Municipal,4787,20
SI SE PUEDE,C??mara de Representantes,7620,2086
"SI, MARIO EVAN",Alcaldía Municipal,1481,1
SIBUNDOY DEMOCRATICO COLECTIVO Y EMPRESARIAL,Alcaldía Municipal,1917,1
SIBUNDOY DEMOCRATICO COLECTIVO Y EMPRESARIAL,Concejo Municipal,775,12
SIBUNDOY UN COMPROMISO COLECTIVO,Alcaldía Municipal,1899,1
SIEMPRE ADELANTE,Alcaldía Municipal,34200,1
SIEMPRE ADELANTE,Concejo Municipal,5760,16
SIEMPRE CON LA GENTE,Alcaldia,4338,1
SIEMPRE CON LA GENTE,Alcaldía Municipal,2653,1
SIEMPRE SALENTO,Concejo Municipal,174,8
SIEMPRE SOCIAL,Alcaldía Municipal,1510,1
SIEMPRE UNIDOS POR LA TEBAIDA,Alcaldía Municipal,3599,1
SIEMPRE UNIDOS POR MARINILLA,Alcaldía Municipal,8067,1
SIEMPRE YAGUARA,Alcaldía Municipal,2378,1
SIEMPRE YAGUARA,Concejo Municipal,1353,10
SIENTE A QUILICHAO AMA TU TIERRA,Alcaldía Municipal,21067,1
SIGAMOS AVANZANDO,Alcaldía Municipal,2252,1
SIGAMOS AVANZANDO,Alcaldia,416,1
SOACHA MERECE MAS,Alcaldía Municipal,25853,1
SOBERANIA POPULAR,Senado,1457,2114
SOCIAL DEMOCRATA CRISTIANO - SDC,Asamblea Departamental,17219,1756
SOCIAL DEMOCRATA CRISTIANO - SDC,Senado,7909,644
SOCIAL DEMOCRATA CRISTIANO - SDC,Concejo Municipal,7337,918
SOCIAL DEMOCRATA CRISTIANO - SDC,Presidencia,5718,1010
SOCIAL DEMOCRATA CRISTIANO - SDC,Camara de Representantes,5674,694
SOGAMOSO ACTIVA,Alcaldía Municipal,9225,1
SOMOS BUENAVISTA,Alcaldía Municipal,2057,1
SOMOS CANTAGALLO - SOMOS CONSCIENTES,Alcaldía Municipal,283,1
SOMOS GIRON,Alcaldía Municipal,39886,1
SOMOS IDENTIDAD,C??mara de Representantes,5031,1291
SOMOS LUIS CARLOS,Alcaldía Municipal,4549,1
SOMOS MOVIMIENTO INTEGRACION SOCIAL,Alcaldía Municipal,2701,1
SOMOS MOVIMIENTO INTEGRACION SOCIAL,Concejo Municipal,2615,13
SOS GUATAPE,Concejo Municipal,434,10
SOÑANDO FUTURO,Alcaldía Municipal,1781,1
SUBACHOQUE SOMOS TODOS,Concejo Municipal,890,11
SUMATE AL CAMBIO,Alcaldía Municipal,7034,1
SUMATE AL CAMBIO,Alcaldia,892,1
SURATA SIN FRONTERAS,Alcaldía Municipal,462,1
SURATÁ SOMOS TODOS,Alcaldía Municipal,1017,1
TABIO DEMOCRATICO 2008 - 2011,Concejo Municipal,558,14
TEJIDO SOCIAL DEMOCRATICO,Concejo Municipal,1407,9
TIEMPO DE RENOVACION,Alcaldía Municipal,11769,1
TODAS Y TODOS POR ENVIGADO,Concejo Municipal,3789,18
TODO POR BETANIA,Alcaldía Municipal,1190,1
TODO POR CARTAGENA,Concejo Municipal,6166,20
TODOS,Alcaldía Municipal,515,1
TODOS CON LUIS PEREZ,Alcaldía Municipal,241993,1
TODOS CON TODO POR VILLARRICA,Concejo Municipal,320,10
"TODOS PODEMOS, COMPROMISO HONESTO Y SOCIAL",Alcaldía Municipal,1794,1
TODOS POR BUENAVENTURA,Alcaldía Municipal,3216,1
TODOS POR CALDAS,Gobernaci??n,63439,27
TODOS POR CANDELARIA,Concejo Municipal,7963,14
TODOS POR CUCUTA,Alcaldia,89753,1
TODOS POR CUCUTA,Concejo Municipal,17156,39
TODOS POR DOLORES,Alcaldía Municipal,383,1
TODOS POR EL CARMEN,Concejo Municipal,577,10
TODOS POR GACHANCIPA,Alcaldía Municipal,1486,1
TODOS POR PALESTINA,Alcaldía Municipal,4988,1
TODOS POR PALESTINA,Concejo Municipal,1677,12
TODOS POR PEQUE,Alcaldía Municipal,1065,1
TODOS POR SAN ANDRES,Alcaldía Municipal,879,1
TODOS POR SOPO,Alcaldía Municipal,1059,1
TODOS POR SOPO,Concejo Municipal,859,14
TODOS POR SUPIA,Alcaldía Municipal,3575,1
TODOS POR SUPIA,Concejo Municipal,1711,14
TODOS POR TANGUA,Alcaldía Municipal,3042,1
TODOS POR VICTORIA,Alcaldía Municipal,2023,1
TODOS POR VILLA DE LEIVA,Concejo Municipal,748,11
TODOS SOMOS RESTREPO,Concejo Municipal,1227,12
TODOS SOMOS SALENTO,Alcaldía Municipal,1191,1
TODOS SOMOS TULUA,Alcaldía Municipal,23161,1
TODOS UNIDOS GANA BAGADO,Alcaldía Municipal,1346,1
TODOS UNIDOS POR CURITI,Alcaldía Municipal,2070,1
TODOS UNIDOS POR OBANDO,Alcaldía Municipal,2987,1
TODOS UNIDOS POR TIBACUY,Alcaldía Municipal,1187,1
TODOS UNIDOS POR TIBACUY,Concejo Municipal,691,8
TODOS UNIDOS POR UN CERRITO INCLUYENTE,Alcaldía Municipal,1236,1
TRABAJADORES INDEPENDIENTE DE,Concejo Municipal,129,6
TRABAJANDO DE CORAZON POR MARINILLA,Alcaldía Municipal,1734,1
TRABAJANDO DE CORAZON POR MARINILLA,Concejo Municipal,1109,14
TRABAJANDO POR COTA,Concejo Municipal,577,11
TRABAJANDO POR UN DESARROLLO CON EQUIDAD Y CONFIANZA,Alcaldía Municipal,1121,1
TRABAJANDO UNIDOS POR QUETAME,Alcaldía Municipal,1916,1
TRABAJEMOS JUNTOS POR FACATATIVA,Concejo Municipal,2703,19
TRANS. DE LA UNION Y AFINES,Concejo Municipal,326,6
TRANSPARENCIA CIUDADANA,Concejo Municipal,508,8
TU DECIDES - SAMANA GANA,Alcaldía Municipal,5446,1
TU MEJOR DECISION,Alcaldía Municipal,3497,1
TU PUEDES,Gobernaci??n,207627,125
TUMACO NUESTRA PASIÓN,Alcaldía Municipal,21153,1
TUYO,Alcaldía Municipal,4081,1
UN ALCALDE DE TODOS Y PARA TODOS,Alcaldía Municipal,2987,1
"UN BUEN GOBIERNO, ES MI COMPROMISO CON EL PUEBLO",Alcaldía Municipal,1671,1
UN EQUIPO PARA EL CAMBIO,Alcaldía Municipal,5054,1
UN MEJOR AGUACHICA UMA,Concejo Municipal,2083,16
UN NORTE PA LANTE,Gobernaci??n,293727,40
UN NUEVO CAMINO,Alcaldía Municipal,1222,1
UN NUEVO FUTURO,Alcaldía Municipal,12893,1
UNA ANTIOQUIA NUEVA,Gobernaci??n,587664,125
UNA CIUDAD CON MÁS OPORTUNIDADES,Alcaldía Municipal,49466,1
"UNA MUJER, TODO UN PUEBLO",Alcaldía Municipal,2707,1
UNAMONOS CON FINO,Concejo Municipal,33265,13
UNAMONOS NILO LO MERECE,Alcaldía Municipal,723,1
UNAMONOS NILO LO MERECE,Concejo Municipal,495,12
UNE VIVE,Alcaldía Municipal,2317,1
UNETE,Gobernaci??n,119787,115
UNETE,C??mara de Representantes,2010,1812
UNETE AL PROGRESO,Alcaldía Municipal,4792,1
UNIDAD,Concejo Municipal,197,3
UNIDAD CIUDADANA POR EL DONCELLO,Alcaldía Municipal,3384,2
UNIDAD CIUDADANA POR EL DONCELLO,Alcaldia,3160,1
UNIDAD CORINTEÑA,Alcaldía Municipal,1632,1
UNIDAD DE GOBIERNO,Alcaldía Municipal,3245,1
UNIDAD LIBERAL,C??mara de Representantes,79507,185
UNIDAD MUNICIPAL PLURIPARTIDISTA,Alcaldía Municipal,88,1
UNIDAD POPULAR,Asamblea Departamental,27505,1790
UNIDAD POPULAR,Concejo Municipal,17428,914
UNIDAD POR ARANZAZU,Alcaldía Municipal,2749,1
UNIDAD POR ARANZAZU,Concejo Municipal,1899,12
UNIDAD POR EL PROGRESO DE LA VEGA,Alcaldía Municipal,4440,1
UNIDAD POR TUMACO PROGRESO PARA TODOS,Alcaldía Municipal,29456,1
UNIDAD REGIONAL GUAINIA,Gobernaci??n,5453,9
UNIDAD REGIONAL POR UN NARINO MEJOR,Gobernaci??n,280308,64
UNIDAD SOCIAL POR GUAITARILLA,Alcaldía Municipal,1473,1
UNIDAD Y GESTION PARA LA PROSPERIDAD,Alcaldía Municipal,15955,1
UNIDAD Y PROGRESO POR NARIÑO,Alcaldía Municipal,853,1
UNIDOS CONSTRUIMOS FUTURO,Alcaldía Municipal,4646,1
UNIDOS CONSTRUIMOS FUTURO,Alcaldia,2383,1
UNIDOS CONSTRUIMOS UN VALLE MEJOR,Alcaldía Municipal,1394,1
UNIDOS CONSTRUYENDO EL PROGRESO DE CONVENCIÓN,Alcaldía Municipal,2354,1
UNIDOS CONSTRUYENDO FUTURO,Alcaldía Municipal,14123,1
UNIDOS CONTINUAREMOS CON EL DESARROLLO,Alcaldía Municipal,1143,1
UNIDOS DEJAREMOS HUELLA,Alcaldía Municipal,1754,1
UNIDOS HACEMOS MAS,Gobernaci??n,103917,12
UNIDOS HACEMOS MAS,Alcaldia,21356,2
UNIDOS HACEMOS MAS,Alcaldía Municipal,9900,1
UNIDOS HACEMOS MAS POR BUENAVISTA,Alcaldía Municipal,604,1
UNIDOS LO HACEMOS MEJOR,Alcaldía Municipal,1610,1
"UNIDOS PA' HACARÍ, LO MEJOR",Alcaldía Municipal,1666,1
UNIDOS PARA PROGRESAR,Alcaldía Municipal,4199,2
UNIDOS PARA UNIR A TULUA,Alcaldía Municipal,27764,1
UNIDOS PODEMOS,Alcaldia,31117,2
UNIDOS PODEMOS,Alcaldía Municipal,19714,1
UNIDOS PODEMOS MAS,Alcaldía Municipal,1713,1
UNIDOS POR ALBAN,Concejo Municipal,163,5
UNIDOS POR CACOTA,Alcaldía Municipal,783,1
UNIDOS POR CANDELARIA,Alcaldía Municipal,25736,2
UNIDOS POR CANDELARIA,Concejo Municipal,3712,16
UNIDOS POR CAUCASIA,Concejo Municipal,4925,16
UNIDOS POR CHIA,Alcaldía Municipal,17708,1
UNIDOS POR CHIA,Alcaldia,9845,1
UNIDOS POR CHIA,Concejo Municipal,5362,16
UNIDOS POR COGUA GRANDE,Alcaldía Municipal,3947,1
UNIDOS POR CONSACA,Alcaldía Municipal,1776,1
UNIDOS POR DEFENDER LO NUESTRO,Alcaldía Municipal,1574,1
UNIDOS POR EL CAMBIO,Alcaldia,13608,5
UNIDOS POR EL CAMBIO,Alcaldía Municipal,8276,4
UNIDOS POR EL CAMBIO,Concejo Municipal,3225,28
UNIDOS POR EL CAMBIO ASI GANAMOS TODOS,Alcaldía Municipal,3172,1
UNIDOS POR EL CAMBIO DE RICAURTE,Alcaldía Municipal,3024,1
UNIDOS POR EL CARMEN,Concejo Municipal,1837,21
UNIDOS POR EL FUTURO DE ANOLAIMA,Alcaldía Municipal,1774,1
UNIDOS POR EL FUTURO DE GALAN,Concejo Municipal,61,5
UNIDOS POR EL PROGRESO,Alcaldia,2157,1
UNIDOS POR EL PROGRESO,Alcaldía Municipal,69,1
UNIDOS POR EL PROGRESO DE COLON NARINO,Alcaldía Municipal,3029,1
UNIDOS POR EL PROGRESO DE MALLAMA,Alcaldía Municipal,1776,1
UNIDOS POR EL PROGRESO DE PIJAO,Alcaldía Municipal,1266,1
UNIDOS POR EL PROGRESO DE PIJAO,Concejo Municipal,765,10
UNIDOS POR EL PUEBLO,Alcaldía Municipal,2743,1
UNIDOS POR EL SALTO,Concejo Municipal,170,4
UNIDOS POR FACATATIVA,Concejo Municipal,1446,12
UNIDOS POR GACHANCIPA,Alcaldía Municipal,1951,1
UNIDOS POR GACHANCIPA,Alcaldia,242,1
UNIDOS POR GACHANTIVA,Alcaldía Municipal,1188,1
UNIDOS POR GACHETA,Alcaldía Municipal,660,1
UNIDOS POR GACHETA,Concejo Municipal,495,12
UNIDOS POR GENOVA CONSTRUIREMOS FUTURO,Alcaldía Municipal,25,1
UNIDOS POR GIRALDO,Alcaldía Municipal,1482,1
UNIDOS POR GUATAPE,Alcaldía Municipal,1845,1
UNIDOS POR GUATAPE,Concejo Municipal,1272,10
UNIDOS POR GUATAVITA,Alcaldía Municipal,1239,1
UNIDOS POR LA SIERRA,Concejo Municipal,3,1
UNIDOS POR MARIQUITA,Alcaldía Municipal,3656,1
UNIDOS POR MARIQUITA,Concejo Municipal,641,14
UNIDOS POR MINCHO,Alcaldía Municipal,1130,1
UNIDOS POR PAIME,Alcaldía Municipal,1599,1
UNIDOS POR PUERTO TEJADA,Alcaldía Municipal,5012,1
UNIDOS POR PUERTO TEJADA,Concejo Municipal,2920,14
UNIDOS POR QUIPILE,Alcaldía Municipal,1924,1
UNIDOS POR RIONEGRO,Alcaldía Municipal,38226,1
UNIDOS POR RIONEGRO,Concejo Municipal,5429,16
UNIDOS POR SABANALARGA - UPS,Alcaldía Municipal,6858,1
UNIDOS POR SAN LUIS,Concejo Municipal,242,9
UNIDOS POR SANTA ROSA,Alcaldía Municipal,9347,1
UNIDOS POR SANTANDER,Gobernaci??n,312511,87
UNIDOS POR SANTUARIO,Alcaldía Municipal,2453,1
UNIDOS POR SANTUARIO,Concejo Municipal,1090,12
UNIDOS POR SAPUYES,Concejo Municipal,1026,10
UNIDOS POR SITIONUEVO,Concejo Municipal,604,14
UNIDOS POR SUAREZ,Alcaldía Municipal,1600,1
UNIDOS POR SURATA,Alcaldía Municipal,1220,1
UNIDOS POR TITIRIBI,Alcaldía Municipal,2398,1
UNIDOS POR TUQUERRES,Alcaldía Municipal,15711,1
UNIDOS POR UN ANZA MAS HUMANO,Alcaldía Municipal,853,1
UNIDOS POR UN CAMBIO,Alcaldía Municipal,1860,1
UNIDOS POR UN GENOVA MEJOR,Alcaldía Municipal,168,1
UNIDOS POR UN MACHETA MEJOR,Alcaldía Municipal,2735,1
UNIDOS POR UNGUIA,Alcaldía Municipal,1330,1
UNIDOS POR URRAO,Alcaldía Municipal,5298,1
UNIDOS POR VILLANUEVA,Alcaldía Municipal,596,1
UNIDOS POR VILLETA,Concejo Municipal,2356,14
UNIDOS SEGUIMOS VANZANDO,Alcaldía Municipal,3118,1
"UNIDOS SI ES POSIBLE, POR UN CHIGORODO EDUCADO Y PROSPERO",Alcaldía Municipal,9344,1
UNIFICACION CIUDADANA,Alcaldía Municipal,851,1
UNION CIVICA,Camara de Representantes,15177,174
UNION CIVICA POR COTA UNICO,Alcaldía Municipal,577,1
UNION CIVICA POR COTA UNICO,Concejo Municipal,316,12
UNION CIVICA SALGAREÑA,Alcaldía Municipal,3166,1
"UNION DE ORGS. SOCIALES, AGRARIAS Y AMBIENTALES (UNIOS)",C??mara de Representantes,1426,36
UNION NACIONAL DE IZQUIERDA REVOLUCIONARIA,Camara de Representantes,5333,2
UNION NACIONAL DE OPOSICION - UNO,Asamblea Departamental,449921,8876
UNION NACIONAL DE OPOSICION - UNO,Concejo Municipal,421126,3735
UNION NACIONAL DE OPOSICION - UNO,Camara de Representantes,284370,3898
UNION NACIONAL DE OPOSICION - UNO,Senado,281711,3340
UNION NACIONAL DE OPOSICION - UNO,Presidencia,234288,2044
UNION NACIONAL INDEPENDIENTE Y R - UNIR,Senado,7495,2114
UNION PATRIOTICA - UP,Concejo Municipal,585749,3829
UNION PATRIOTICA - UP,Asamblea Departamental,497464,9317
UNION PATRIOTICA - UP,Presidencia,328752,1086
UNION PATRIOTICA - UP,Camara de Representantes,256681,3062
UNION PATRIOTICA - UP,Senado,172340,2926
UNION PATRIOTICA - UP,C??mara de Representantes,142381,5316
UNION PATRIOTICA - UP,Alcaldía Municipal,138462,97
UNION PATRIOTICA - UP,Gobernaci??n,57279,484
UNION PATRIOTICA - UP,Alcaldia,55668,33
UNION PATRIOTICA - UP,Gobernacion,3086,26
"UNION, CAMBIO Y PROGRESO",Alcaldía Municipal,1421,1
URIEL ROBAYO ALCALDE,Alcaldía Municipal,1649,1
URRAEÑOS SEMBRANDO EL PROGRESO,Alcaldía Municipal,3641,1
UVA EL AVAL DEL PUEBLO,Concejo Municipal,3976,18
VALLEDUPAR INCLUYENTE,Concejo Municipal,1244,16
VAMOS,Concejo Municipal,11395,18
VAMOS,Alcaldia,385,1
VAMOS COLOMBIA,Concejo Municipal,178289,1611
VAMOS COLOMBIA,Alcaldía Municipal,108281,37
VAMOS COLOMBIA,Asamblea Departamental,72696,5116
VAMOS COLOMBIA,Senado,65825,4314
VAMOS COLOMBIA,Camara de Representantes,33598,820
VAMOS COLOMBIA,Gobernaci??n,22434,117
VAMOS PA LANTE,Gobernaci??n,150114,29
VAMOS PA LANTE,Alcaldia,2118,1
VASITO POR GIRON,Alcaldía Municipal,23722,1
VIA NUEVA,C??mara de Representantes,1413,716
VICTIMÁS,C??mara de Representantes,2147,34
VICTOR MANUEL SENTIMIENTO DE TODOS,Gobernaci??n,147681,14
VICTORIA INCLUYENTE Y SOCIAL,Alcaldía Municipal,1313,1
VILLAPINZON CON CALIDAD,Alcaldía Municipal,1552,1
VISION CIUDADANA,Concejo Municipal,4836,18
VISION CIUDADANA,Alcaldía Municipal,4256,1
VISION CIVICA Y SOCIAL,Alcaldía Municipal,960,1
VISION SIN LIMITES GOBIERNO DE LAS OPORTUNIDADES,Alcaldía Municipal,2094,1
VISIONARIOS CON ANTANAS MOCKUS,Senado,71843,11844
VISIONARIOS CON ANTANAS MOCKUS,C??mara de Representantes,47217,12
VIVE ZIPAQUIRA,Concejo Municipal,4115,18
VOCES ACTIVAS DE GRANADA,Alcaldía Municipal,1363,1
VOLVAMOS A AVANZAR - CAPACIDAD Y CORAZON,Gobernaci??n,118227,28
VOLVAMOS A SER GRANDES,Alcaldía Municipal,343,1
VOTO EN BLANCO LA VOZ DE LA CONSCIENCIA,Concejo Municipal,49,2
VOTO POR MI REGION,Concejo Municipal,652,14
YALI CON FUTURO,Alcaldía Municipal,935,1
YAMEAMBO,C??mara de Representantes,3943,4454
YO SI SOY CUMARAL,Concejo Municipal,691,12
YO SOY SABANETA,Concejo Municipal,3183,14
YO SOY URABÁ,C??mara de Representantes,10447,24
YONDO SIGLO XXI,Concejo Municipal,379,10
