"codigo_partido","nombre","cluster","tradicional","gradonac","ideologia"
20190100,"COALICION ALCALDIA DE CISNEROS-ANT.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO LIBERAL","1",1,1,2
20190101,"G.S.C  UNETE COCORNA","3",0,0,3
20190102,"COALICION ALCALDIA DE COPACABANA-ANT.PARTIDO DE LA U - PARTIDO CAMBIO RADICAL Y PARTIDO ALIANZA VERDE","1",0,1,3
20190103,"G.S.C  UNIDOS POR DABEIBA","2",0,0,4
20190104,"COALICION ALCALDIA DE DON MATIAS-ANT.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190105,"COALICION ALCALDIA DE EBEJICO-ANT.PARTIDO CONSERVADOR - PARTIDO DE LA U Y PARTIDO ALIANZA VERDE","1",0,1,2
20190106,"G.S.C  JUNTOS PODEMOS","2",0,0,4
20190107,"COALICION ALCALDIA DE FRONTINO-ANT.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190108,"G.S.C  TODOS POR EL GIRALDO QUE SO<U+00D1>AMOS","3",0,0,2
20190109,"COALICION ALCALDIA DE GIRARDOTA-ANT.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20190110,"COALICION ALCALDIA DE GRANADA-ANT.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190111,"G.S.C  PASION POR GUARNE","2",0,0,4
20190112,"G.S.C  VAMOS GUATAPE","2",0,0,4
20190113,"ACUERDO CIUDADANO - UNIDOS POR JERICO","2",0,0,4
20190114,"G.S.C  MOVIMIENTO INDEPENDIENTE TRIUNFO UNIDO TU","2",0,0,4
20190115,"COALICION ALCALDIA DE REMEDIOS-ANT.PARTIDO CONSERVADOR Y PARTIDO DE LA U","1",0,1,2
20190116,"G.S.C  RIONEGRO TE LLEVO EN EL CORAZON","2",0,0,4
20190117,"G.S.C  YO SOY SAN CARLOS","3",0,0,3
20190118,"G.S.C  VAMOS EN SERIO SAN JOSE DE LA MONTA<U+00D1>A","2",0,0,4
20190119,"COALICION ALCALDIA DE SAN ROQUE-ANT.PARTIDO CONSERVADOR - PARTIDO LIBERAL Y PARTIDO DE LA U","1",1,1,2
20190120,"G.S.C  VIVE SAN VICENTE","2",0,0,4
20190121,"COALICION ALCALDIA DE SAN VICENTE-ANT.PARTIDO CONSERVADOR - PARTIDO DE LA U Y AUTORIDADES INDIGENAS DE COLOMBIA AICO","1",0,1,2
20190122,"COALICION ALCALDIA DE TARSO-ANT.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO DE LA U","1",0,1,2
20190123,"COALICION ALCALDIA DE VEGACHI-ANT.PARTIDO CONSERVADOR Y PARTIDO ALIANZA VERDE","1",0,1,3
20190124,"COALICION ALCALDIA DE YOLOMBO-ANT.PARTIDO DE LA U Y PARTIDO COLOMBIA RENACIENTE","3",0,1,3
20190125,"COALICION ALCALDIA DE YONDO-ANT.PARTIDO CONSERVADOR - PARTIDO DE LA U Y AUTORIDADES INDIGENAS DE COLOMBIA AICO","1",0,1,2
20190126,"COALICION ALCALDIA DE ZARAGOZA-ANT.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO CAMBIO RADICAL","1",0,1,2
20190127,"COALICION ALCALDIA DE PIOJO-ATL.PARTIDO CONSERVADOR Y PARTIDO DE LA U","1",0,1,2
20190128,"COALICION ALCALDIA DE POLONUEVO-ATL.PARTIDO CONSERVADOR Y PARTIDO DE LA U","1",0,1,2
20190129,"G.S.C  COMPROMISO CIUDADANO POR CARTAGENA","2",0,0,4
20190130,"G.S.C  SALVEMOS A CARTAGENA","2",0,0,4
20190131,"G.S.C  GENTE FIRME","2",0,0,4
20190132,"COALICION ALCALDIA DE CALAMAR-BOL.PARTIDO CONSERVADOR Y PARTIDO COLOMBIA RENACIENTE","3",0,1,3
20190133,"SOMOS CANTAGALLO - SOMOS CONSCIENTES","2",0,0,4
20190134,"COALICION ALCALDIA DE MAGANGUE-BOL.PARTIDO CONSERVADOR - ALIANZA SOCIAL INDEPENDIENTE Y MOVIMIENTO AICO","3",0,0,1
20190135,"COALICION ALCALDIA DE SAN JACINTO DEL CAUCA-BOL.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190136,"COALICION ALCALDIA DE SAN MARTIN DE LOBA-BOL.PARTIDO DE LA U Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190137,"G.S.C  MOVIMIENTO INDEPENDIENTE POR TALAIGUA","2",0,0,4
20190138,"COALICION ALCALDIA DE TUNJA-BOY.PARTIDO CONSERVADOR - PARTIDO LIBERAL Y ALIANZA SOCIAL INDEPENDIENTE","1",1,1,3
20190139,"COALICION ALCALDIA DE AQUITANIA-BOY.PARTIDO CONSERVADOR Y ALIANZA SOCIAL INDEPENDIENTE","3",0,1,3
20190141,"COALICION ALCALDIA DE ARCABUCO-BOY.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO LIBERAL","1",1,1,2
20190142,"COALICION ALCALDIA DE BOAVITA-BOY.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL Y PARTIDO DE LA U","1",0,1,2
20190143,"G.S.C  POR LA DIGNIDAD DE UN PUEBLO - PDP","2",0,0,4
20190144,"COALICION ALCALDIA DE CHITA-BOY.PARTIDO CONSERVADOR Y PARTIDO DE LA U","1",0,1,2
20190145,"COALICION ALCALDIA DE CHITARAQUE-BOY.PARTIDO CONSERVADOR Y ALIANZA SOCIAL INDEPENDIENTE","3",0,1,3
20190146,"COALICION ALCALDIA DE CHIVATA-BOY.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190147,"COALICION ALCALDIA DE CHIVATA-BOY.PARTIDO DE LA U Y ALIANZA SOCIAL INDEPENDIENTE","3",0,1,3
20190148,"COALICION ALCALDIA DE CIENEGA-BOY.PARTIDO CONSERVADOR - PARTIDO DE LA U Y PARTIDO CAMBIO RADICAL","1",0,1,2
20190149,"COALICION ALCALDIA DE FLORESTA-BOY.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190150,"COALICION ALCALDIA DE FLORESTA-BOY.PARTIDO DE LA U Y MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL - MAIS","3",0,1,3
20190151,"COALICION ALCALDIA DE LA UVITA-BOY.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190152,"COALICION ALCALDIA DE MONIQUIRA-BOY.PARTIDO DE LA U Y PARTIDO LIBERAL","1",0,1,3
20190153,"COALICION ALCALDIA DE MONIQUIRA-BOY.MOVIMIENTO CONCIENCIA CIUDADANA Y ALIANZA SOCIAL INDEPENDIENTE","3",0,99,3
20190154,"COALICION ALCALDIA DE OTANCHE-BOY.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190155,"G.S.C  PAIPA IDEAL","2",0,0,4
20190156,"COALICION ALCALDIA DE PESCA-BOY.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y MOVIMIENTO AICO","1",0,1,2
20190157,"COALICION ALCALDIA DE PUERTO BOYACA-BOY.PARTIDO COLOMBIA RENACIENTE Y ALIANZA DEMOCRATICO AFROCOLOMBIANA - ADA","3",0,0,3
20190158,"COALICION ALCALDIA DE RAMIRIQUI-BOY.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190159,"COALICION ALCALDIA DE RONDON-BOY.PARTIDO CONSERVADOR Y ALIANZA SOCIAL INDEPENDIENTE","3",0,1,3
20190160,"COALICION ALCALDIA DE SAMACA-BOY.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190161,"COALICION ALCALDIA DE SAN PABLO DE BORBUR-BOY.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO - PARTIDO DE LA U Y PARTIDO CAMBIO RADICAL","1",0,1,2
20190162,"COALICION ALCALDIA DE SATIVASUR-BOY.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190163,"COALICION ALCALDIA DE SIACHOQUE-BOY.PARTIDO CONSERVADOR Y ALIANZA SOCIAL INDEPENDIENTE","3",0,1,3
20190164,"COALICION ALCALDIA DE SOCHA-BOY.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO CAMBIO RADICAL","1",0,1,2
20190165,"COALICION ALCALDIA DE SOTAQUIRA-BOY.PARTIDO DE LA U Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190166,"COALICION ALCALDIA DE TASCO-BOY.PARTIDO DE LA U Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190167,"COALICION ALCALDIA DE TENZA-BOY.PARTIDO CONSERVADOR - PARTIDO LIBERAL Y ALIANZA SOCIAL INDEPENDIENTE","1",1,1,3
20190168,"COALICION ALCALDIA DE TIBASOSA-BOY.PARTIDO CONSERVADOR - PARTIDO DE LA U Y PARTIDO LIBERAL","1",1,1,2
20190169,"COALICION ALCALDIA DE TOGUI-BOY.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190170,"COALICION ALCALDIA DE UMBITA-BOY.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190171,"COALICION ALCALDIA DE VENTAQUEMADA-BOY.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO CAMBIO RADICAL","1",0,1,2
20190172,"COALICION ALCALDIA DE VIRACACHA-BOY.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO CAMBIO RADICAL","1",0,1,2
20190173,"COALICION ALCALDIA DE ARANZAZU-CAL.PARTIDO DE LA U Y PARTIDO ALIANZA VERDE","1",0,1,3
20190174,"G.S.C  EN TUS ZAPATOS","2",0,0,4
20190175,"COALICION ALCALDIA DE LA DORADA-CAL.PARTIDO DE LA U Y PARTIDO ALIANZA VERDE","1",0,1,3
20190176,"COALICION ALCALDIA DE NEIRA-CAL.PARTIDO CONSERVADOR - PARTIDO LIBERAL - PARTIDO CENTRO DEMOCRATICO Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190177,"G.S.C  PENSILVANIA PRIMERO","2",0,0,4
20190178,"COALICION ALCALDIA DE SALAMINA-CAL.ALIANZA SOCIAL INDEPENDIENTE Y PARTIDO LIBERAL","3",0,1,3
20190179,"COALICION ALCALDIA DE FLORENCIA-CAQ.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL - PARTIDO LIBERAL Y PARTIDO DE LA U","1",0,1,3
20190180,"COALICION ALCALDIA DE ALBANIA-CAQ.PARTIDO CONSERVADOR - PARTIDO LIBERAL Y PARTIDO DE LA U","1",1,1,2
20190181,"COALICION ALCALDIA DE MILAN-CAQ.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL - PARTIDO DE LA U Y ALIANZA SOCIAL INDEPENDIENTE","1",0,1,2
20190182,"COALICION ALCALDIA DE CALOTO-CAU.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20190183,"G.S.C  MOVIMIENTO PARA LA UNIDAD MUNICIPAL PUERTO TEJADA NOS UNE","2",0,0,4
20190184,"G.S.C  SALVEMOS A ROSAS","2",0,0,4
20190185,"G.S.C  FLORECE CHIMICHAGUA","2",0,0,4
20190186,"COALICION ALCALDIA DE EL COPEY-CES.PARTIDO CONSERVADOR Y ALIANZA SOCIAL INDEPENDIENTE","3",0,1,3
20190187,"G.S.C  EL PUEBLO PRIMERO","2",0,0,4
20190188,"COALICION ALCALDIA DE MANAURE-CES.PARTIDO CONSERVADOR - PARTIDO LIBERAL Y ALIANZA SOCIAL INDEPENDIENTE","1",1,1,3
20190189,"COALICION ALCALDIA DE PELAYA-CES.PARTIDO CONSERVADOR - ALIANZA SOCIAL INDEPENDIENTE Y PARTIDO DE LA U","1",0,1,2
20190190,"COALICION ALCALDIA DE PUEBLO BELLO-CES.PARTIDO CONSERVADOR - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL Y PARTIDO LIBERAL","1",0,1,3
20190191,"G.S.C  ARMANDO LA DIFERENCIA","2",0,0,4
20190192,"G.S.C  PRIMERO MO<U+00D1>ITOS","2",0,0,4
20190193,"G.S.C  FIRME POR PLANETA","2",0,0,4
20190194,"COALICION ALCALDIA DE PLANETA RICA-CORD.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190195,"G.S.C  SAHAGUN DE LA GENTE Y PARA LA GENTE","2",0,0,4
20190196,"COALICION ALCALDIA DE SAN JOSE DE URE-CORD.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL - PARTIDO CENTRO DEMOCRATICO Y ALIANZA SOCIAL INDEPENDIENTE","1",0,1,2
20190197,"COALICION ALCALDIA DE ALBAN-CUND.PARTIDO CONSEVADOR - PARTIDO LIBERAL - PARTIDO CAMBIO RADICAL Y PARTIDO DE LA U","1",0,1,3
20190198,"COALICION ALCALDIA DE ANAPOIMA-CUND.PARTIDO LIBERAL - PARTIDO DE LA U Y PARTIDO CONSERVADOR","1",1,1,2
20190199,"COALICION ALCALDIA DE ARBELAEZ-CUND.PARTIDO CONSERVADOR Y MOVIMIENTO AICO","3",0,1,3
20190200,"COALICION ALCALDIA DE BITUIMA-CUND.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190201,"COALICION ALCALDIA DE CACHIPAY-CUND.PARTIDO DE LA U - PARTIDO CONSERVADOR - MOVIMIENTO MAIS - ALIANZA SOCIAL INDEPENDIENTE Y PARTIDO ALIANZA VERDE","1",0,0,3
20190202,"COALICION ALCALDIA DE CAPARRAPI-CUND.PARTIDO DE LA U Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190203,"G.S.C  CAQUEZA COMPROMISO DE TODOS","2",0,0,4
20190204,"COALICION ALCALDIA DE CAQUEZA-CUND.PARTIDO CONSERVADOR Y PARTIDO ALIANZA VERDE","1",0,1,3
20190205,"COALICION ALCALDIA DE CARMEN DE CARUPA-CUND.PARTIDO CONSERVADOR Y PARTIDO ALIANZA VERDE","1",0,1,3
20190207,"COALICION ALCALDIA DE CHIPAQUE-CUND.PARTIDO CONSERVADOR - ALIANZA SOCIAL INDEPENDIENTE Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190208,"COALICION ALCALDIA DE CHOCONTA-CUND.PARTIDO DE LA U Y ALIANZA SOCIAL INDEPENDIENTE","3",0,1,3
20190209,"COALICION ALCALDIA DE COGUA-CUND.PARTIDO DE LA U Y MOVIMIENTO AICO","3",0,1,3
20190210,"COALICION ALCALDIA DE COTA-CUND.PARTIDO CONSERVADOR Y PARTIDO DE LA U","1",0,1,2
20190211,"COALICION ALCALDIA DE EL ROSAL-CUND.PARTIDO DE LA U - PARTIDO ALIANZA VERDE - MOVIMIENTO MAIS Y ALIANZA SOCIAL INDEPENDIENTE","3",0,0,1
20190212,"COALICION ALCALDIA DE FACATATIVA-CUND.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190213,"COALICION ALCALDIA DE FOMEQUE-CUND.PARTIDO DE LA U Y MOVIMIENTO MAIS","3",0,1,3
20190214,"COALICION ALCALDIA DE FOSCA-CUND.PARTIDO CONSERVADOR Y PARTIDO DE LA U","1",0,1,2
20190215,"COALICION ALCALDIA DE FUSAGASUGA-CUND.PARTIDO CONSERVADOR Y ALIANZA DEMOCRATICO AFROCOLOMBIANA -ADA","3",0,1,3
20190216,"COALICION ALCALDIA DE GACHETA-CUND.PARTIDO CONSERVADOR Y MOVIMIENTO AICO","3",0,1,3
20190217,"COALICION ALCALDIA DE GAMA-CUND.PARTIDO CONSERVADOR - PARTIDO DE LA U Y PARTIDO CAMBIO RADICAL","1",0,1,2
20190218,"COALICION ALCALDIA DE GAMA-CUND.PARTIDO CENTRO DEMOCRATICO Y MOVIMIENTO AICO","3",0,1,3
20190219,"COALICION ALCALDIA DE GRANADA-CUND.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL Y ALIANZA SOCIAL INDEPENDIENTE","1",0,1,3
20190220,"G.S.C  GUASCA MAS OPORTUNIDADES","2",0,0,4
20190221,"COALICION ALCALDIA DE GUAYABETAL-CUND.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190222,"COALICION ALCALDIA DE LA MESA-CUND. POLO DEMOCRATICO ALTERNATIVO - PARTIDO COLOMBIA HUMANA Y UNION PATRIOTICA","3",0,0,1
20190223,"COALICION ALCALDIA DE LA PE<U+00D1>A-CUND.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190224,"COALICION ALCALDIA DE LENGUAZAQUE-CUND.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO LIBERAL","1",1,1,2
20190225,"COALICION ALCALDIA DE MACHETA-CUND.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO DE LA U","1",0,1,2
20190226,"COALICION ALCALDIA DE NEMOCON-CUND.PARTIDO CONSERVADOR Y PARTIDO ALIANZA VERDE","1",0,1,3
20190227,"COALICION ALCALDIA DE NIMAIMA-CUND.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20190228,"COALICION ALCALDIA DE NOCAIMA-CUND.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL Y PARTIDO DE LA U","1",0,1,2
20190229,"COALICION ALCALDIA DE VENECIA-CUND.PARTIDO CONSERVADOR - MOVIMIENTO MAIS Y PARTIDO AICO","3",0,0,1
20190230,"G.S.C  PACHUNOS DE CORAZON","2",0,0,4
20190231,"COALICION ALCALDIA DE PANDI-CUND.PARTIDO CONSERVADOR - PARTIDO DE LA U Y PARTIDO AICO","1",0,1,2
20190232,"COALICION ALCALDIA DE QUEBRADANEGRA-CUND.PARTIDO CONSERVADOR - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL Y PARTIDO LIBERAL","1",0,1,3
20190233,"COALICION ALCALDIA DE QUETAME-CUND.PARTIDO CONSERVADOR Y PARTIDO COLOMBIA RENACIENTE","3",0,1,3
20190234,"COALICION ALCALDIA DE QUIPILE-CUND.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO - PARTIDO LIBERAL Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190235,"COALICION ALCALDIA DE SAN BERNARDO-CUND.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190236,"COALICION ALCALDIA DE SAN FRANCISCO-CUND.PARTIDO CONSERVADOR Y MOVIMIENTO AICO","3",0,1,3
20190237,"COALICION ALCALDIA DE SASAIMA-CUND.PARTIDO CONSERVADOR - PARTIDO DE LA U Y PARTIDO LIBERAL","1",1,1,2
20190238,"COALICION ALCALDIA DE SESQUILE-CUND. PARTIDO CONSERVADOR - PARTIDO ALIANZA VERDE Y PARTIDO LIBERAL","1",1,1,3
20190239,"COALICION ALCALDIA DE SIBATE-CUND.PARTIDO DE LA U Y PARTIDO COLOMBIA JUSTA LIBRES","3",0,1,3
20190240,"COALICION ALCALDIA DE SIBATE-CUND.PARTIDO CONSERVADOR - PARTIDO ALIANZA VERDE Y ALIANZA SOCIAL INDEPENDIENTE","1",0,0,3
20190241,"COALICION ALCALDIA DE SIMIJACA-CUND.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190242,"COALICION ALCALDIA DE SUBACHOQUE-CUND.PARTIDO CONSERVADOR - PARTIDO LIBERAL - PARTIDO CAMBIO RADICAL - PARTIDO DE LA U Y PARTIDO ALIANZA VERDE","1",0,1,3
20190243,"COALICION ALCALDIA DE SUESCA-CUND.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190244,"COALICION ALCALDIA DE SUPATA-CUND.PARTIDO CONSERVADOR Y ALIANZA SOCIAL INDEPENDIENTE","3",0,1,3
20190245,"COALICION ALCALDIA DE SUTATAUSA-CUND.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20190246,"G.S.C  MOVIMIENTO SOCIAL RENACER POR UN TENJO DE OPORTUNIDADES - RETO","2",0,0,4
20190247,"COALICION ALCALDIA DE TIBACUY-CUND.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190248,"COALICION ALCALDIA DE TIBIRITA-CUND.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL Y PARTIDO COLOMBIA RENACIENTE","1",0,1,3
20190249,"COALICION ALCALDIA DE TOCANCIPA-CUND.PARTIDO CONSERVADOR - PARTIDO COLOMBIA RENACIENTE Y PARTIDO COLOMBIA JUSTA LIBRES","3",0,0,3
20190250,"COALICION ALCALDIA DE UBALA-CUND.PARTIDO CONSERVADOR - PARTIDO DE LA U - PARTIDO CENTRO DEMOCRATICO Y MOVIMIENTO ASI","1",0,1,2
20190251,"COALICION ALCALDIA DE VERGARA-CUND.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO DE LA U","1",0,1,2
20190252,"COALICION ALCALDIA DE VIANI-CUND.PARTIDO ALIANZA VERDE Y TRANSPARENCIA POR VIANI","1",0,0,3
20190253,"COALICION ALCALDIA DE VILLAPINZON-CUND.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y ALIANZA SOCIAL INDEPENDIENTE","1",0,1,2
20190255,"COALICION ALCALDIA DE QUIBDO-CHOC.PARTIDO CONSERVADOR - PARTIDO LIBERAL Y PARTIDO ALIANZA VERDE","1",1,1,3
20190256,"COALICION ALCALDIA DE CARMEN DEL DARIEN-CHOC.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190257,"COALICION ALCALDIA DE CERTEGUI-CHOC.PARTIDO CONSERVADOR Y ALIANZA DEMOCRATICO AFROCOLOMBIANA - ADA","3",0,1,3
20190258,"G.S.C  SI EL CARMEN LO QUIERE","2",0,0,4
20190259,"G.S.C  LLORO SOMOS TODOS - SIEMPRE ADELANTE","2",0,0,4
20190260,"G.S.C  JUNTOS POR TADO - GESTION Y RESULTADOS","2",0,0,4
20190261,"G.S.C  ACCIONES POR NEIVA","2",0,0,4
20190262,"COALICION ALCALDIA DE ACEVEDO-HUI.PARTIDO CONSERVADOR Y PARTIDO ALIANZA VERDE","1",0,1,3
20190263,"COALICION ALCALDIA DE ALTAMIRA-HUI.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL Y PARTIDO ALIANZA VERDE","1",0,1,3
20190264,"G.S.C  UNIDOS POR ISNOS PODEMOS","2",0,0,4
20190265,"COALICION ALCALDIA DE LA PLATA-HUI.PARTIDO CONSERVADOR Y PARTIDO ALIANZA VERDE","1",0,1,3
20190266,"G.S.C  NATAGA PARA TODOS","2",0,0,4
20190267,"COALICION ALCALDIA DE PITALITO-HUI.PARTIDO CONSERVADOR - PARTIDO DE LA U Y ALIANZA SOCIAL INDEPENDIENTE","1",0,1,2
20190268,"COALICION ALCALDIA DE SAN AGUSTIN-HUI.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190269,"COALICION ALCALDIA DE SAN AGUSTIN-HUI.PARTIDO DE LA U Y MOVIMIENTO MAIS","3",0,1,3
20190270,"COALICION ALCALDIA DE SUAZA-HUI.PARTIDO DE LA U Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190271,"G.S.C  TESALIA PROGRESA DE VERDAD","2",0,0,4
20190272,"COALICION ALCALDIA DE TERUEL-HUI.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190273,"G.S.C  YAGUARA CONSTRUYENDO YAGUARA","2",0,0,4
20190274,"G.S.C  RIOHACHA DECIDE","2",0,0,4
20190275,"COALICION ALCALDIA DE MAICAO-GUAJ.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO DE LA U","1",0,1,2
20190276,"COALICION ALCALDIA DE MANAURE-GUAJ.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190277,"G.S.C  URUMITA GANA","2",0,0,4
20190278,"COALICION ALCALDIA DE VILLANUEVA-GUAJ.PARTIDO CONSERVADOR Y PARTIDO ALIANZA VERDE","1",0,1,3
20190279,"G.S.C  LOS GRANDES DIAZ","2",0,0,4
20190280,"COALICION ALCALDIA DE SANTA MARTA-MAG.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190282,"COALICION ALCALDIA DE ALGARROBO-MAG.PARTIDO CONSERVADOR - PARTIDO CENTRO DEMOCRATICO Y PARTIDO LIBERAL","1",1,1,2
20190283,"G.S.C  SOY PURO PUEBLO","2",0,0,4
20190284,"G.S.C  DE LA MANO CON EL PUEBLO","2",0,0,4
20190285,"G.S.C  EL RETEN AVANZA","2",0,0,4
20190286,"COALICION ALCALDIA DE SAN SEBASTIAN DE BUENAVISTA-MAG.PARTIDO CONSERVADOR Y PARTIDO CENTRO DEMOCRATICO","1",0,1,2
20190287,"G.S.C  FELIPE CARRE<U+00D1>O EL PODERDE LA CONFIANZA","2",0,0,4
20190288,"COALICION ALCALDIA DE ACACIAS-MET.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190289,"G.S.C  ACACIAS ES FUTURO","2",0,0,4
20190290,"COALICION ALCALDIA DE CASTILLA LA NUEVA-MET.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL - PARTIDO DE LA U - PARTIDO LIBERAL Y PARTIDO ALIANZA VERDE","1",0,1,3
20190291,"COALICION ALCALDIA DE CUBARRAL-MET.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL Y PARTIDO DE LA U","1",0,1,2
20190292,"COALICION ALCALDIA DE EL DORADO-MET.PARTIDO CONSERVADOR - PARTIDO LIBERAL - PARTIDO DE LA U Y PARTIDO ALIANZA VERDE","1",0,1,3
20190293,"G.S.C  VAMOS A CAMBIAR GUAMAL","2",0,0,4
20190294,"G.S.C  MOVIMIENTO INDEPENDIENTE PORTOLOPENCE - MIP","2",0,0,4
20190295,"COALICION ALCALDIA DE RESTREPO-MET.PARTIDO CONSERVADOR - PARTIDO CAMBIO RADICAL Y PARTIDO DE LA U","1",0,1,2
20190296,"COALICION ALCALDIA DE CORDOBA-NAR.MOVIMIENTO MAIS Y PARTIDO AICO","3",0,0,1
20190297,"COALICION ALCALDIA DE CHACHAGUI-NAR.PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL","1",0,1,3
20190298,"COALICION ALCALDIA DE INES-NAR.PARTIDO CONSERVADOR Y PARTIDO CAMBIO RADICAL","1",0,1,3
20190299,"COALICION ALCALDIA DE LA UNION-NAR.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20190300,"COALICION ALCALDIA DE POTOSI-NAR.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20190301,"COALICION ALCALDIA DE SAMANIEGO-NAR.PARTIDO CONSERVADOR - PARTIDO LIBERAL Y ALIANZA SOCIAL INDEPENDIENTE","1",1,1,3
20190302,"COALICION ALCALDIA DE TANGUA-NAR.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20190303,"G.S.C  TUMACO RENACE","3",0,0,2
