"codigo_partido","nombre","cluster","tradicional","gradonac","ideologia"
20000197,"MOVIMIENTO POLITICO CIUDADANOS POR BOYACA","2",0,0,4
20000198,"COALICION ALCALDIA SAN DIEGO-CESAR.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000199,"COALICION ALCALDIA MONTELIBANO-CORDOBA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000200,"COALICION ALCALDIA TABIO-CUND.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000201,"COALICION ALCALDIA QUIBDO-CHOCO.PARTIDO LIBERAL Y MOVIMIENTO NACIONAL","1",0,1,3
20000202,"COALICION ALCALDIA FUNDACION-MAGDALENA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000203,"MOVIMIENTO DE PARTICIPACION COMUNITARIA - MPC","4",0,0,4
20000204,"COALICION ALCALDIA TANGUA-NARI<U+00D1>O.PARTIDO LIBERAL Y PARTIDO COMUNAL Y COMUNITARIO","3",0,1,3
20000205,"COALICION ALCALDIA COROMORO-SANTANDER.PARTIDO LIBERAL Y PARTIDO COMUNAL Y COMUNITARIO","3",0,1,3
20000206,"COALICION ALCALDIA EL CARMEN DE CHUCURI-SANTANDER.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000207,"COALICION ALCALDIA GAMBITA-SANTANDER.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000208,"COALICION ALCALDIA LOS SANTOS-SANTANDER.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000209,"COALICION ALCALDIA PIEDECUESTA-SANTANDER.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000210,"COALICION ALCALDIA SURATA-SANTANDER.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000211,"COALICION ALCALDIA VALLE DE SAN JOSE-SANTANDER.PARTIDO LIBERAL Y CONVERGENCIA CIUDADANA","1",0,1,3
20000212,"COALICION ALCALDIA ATACO-TOLIMA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000213,"COALICION ALCALDIA MELGAR-TOLIMAPARTIDO LIBERAL Y CON. CIUDADANA","1",0,1,3
20000214,"COALICION ALCALDIA MURILLO-TOLIMA.PARTIDO LIBERAL Y CONVERGENCIA CIUDADANA","1",0,1,3
20000215,"COALICION ALCALDIA PURIFICACION-TOLIMA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000216,"G.S.C .AUTONOMIA CIUDADANA","2",0,0,4
20000217,"COALICION ALCALDIA JAMUNDI-VALLE.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000218,"COALICION ALCALDIA DONMATIAS-ANTIOQ.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000219,"COALICION ALCALDIA GIRALDO-ANTIOQ.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000220,"COALICION ALCALDIA GOMEZ PLATA-ANTIOQ.PARTIDO LIBERAL - PARTIDO CONSERVADOR - FUERZA PROGRESISTA Y PROG. DEMOC","2",0,1,4
20000221,"COALICION ALCALDIA LA ESTRELLA-ANTIOQ.PARTIDO LIBERAL Y PPC","1",0,1,3
20000222,"COALICION ALCALDIA TAMESIS-ANTIOQ.FUERZA PROGRESISTA Y PARTIDO CONSERVADOR","1",0,1,3
20000223,"COALICION ALCALDIA GALAPA-ATLANTICO.PARTIDO LIBERAL Y PARTIDO VIRAJE SOCIAL","1",0,1,3
20000224,"COALICION ALCALDIA PINILLO-BOLIVAR.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000225,"COALICION ALCALDIA SIMITI-BOLIVAR.PARTIDO LIBERAL Y MOVIMIENTO NACIONAL","1",0,1,3
20000226,"COALICION ALCALDIA ALMEIDA-BOYACA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000227,"COALICION ALCALDIA SIACHOQUE-BOYACA. PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000228,"COALICION ALCALDIA SORA-BOYACA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000229,"COALICION ALCALDIA TENZA-BOYACA.PARTIDO CONSERVADOR Y PART. COMUNITARIA","3",0,1,3
20000230,"COALICION ALCALDIA MARQUETALIA-CALDAS.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000231,"COALICION ALCALDIA PALESTINA-CALDAS.PARTIDO LIBERAL Y MOVIMIENTO CIVICO INDEPENDIENTE","1",0,1,3
20000232,"COALICION ALCALDIA POPAYAN-CAUCA.PARTIDO VIA ALTERNA Y PARTIDO LIBERAL","1",0,1,3
20000233,"COALICION ALCALDIA ALMAGUER-CAUCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000234,"COALICION ALCALDIA RIO DE ORO-CESAR.NUEVA FUERZA DEMOCRATICA E INTEGRACION REGIONAL","1",0,0,3
20000235,"COALICION ALCALDIA PUEBLO NUEVO-CORDOBA.MIPOL Y PARTIDO LIBERAL","1",0,1,3
20000236,"COALICION ALCALDIA SAN CARLOS-CORDOBA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000237,"COALICION ALCALDIA CAQUEZA-CUNDINAMARCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000238,"COALICION ALCALDIA DE GACHANCIPA-CUNDINAMARCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000239,"COALICION ALCALDIA SAN BERNARDO-CUNDINAMARCA.PARTIDO COMUNAL Y COMUNITARIO Y PARTIDO CONSERVADOR","3",0,1,3
20000240,"COALICION ALCALDIA MONTERIA-CORDOBA.PARTIDO LIBERAL - COMUNAL Y COMUNITARIO Y MIPOL","1",0,99,3
20000241,"COALICIO ALCALDIA TABIO-CUNDINAMARCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000242,"COALICION ALCALDIA TOPAIPI-CUNDINAMARCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000243,"COALICION ALCALDIA PITALITO-HUILA.PARTIDO LIBERAL - PARTIDO CONSERVADOR Y PARTIDO COMUNAL Y COMUNITARIO","1",1,1,3
20000244,"COALICION ALDANA-NARI<U+00D1>O.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000245,"COALICION ALCALDIA ANCUYA-NARI<U+00D1>O.APERTURA LIBERAL Y PARTIDO CONSERVADOR","1",0,1,2
20000246,"COALICION ALCALDIA CONSACA-NARI<U+00D1>O.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000247,"COALICION ALCALDIA CUASPUD CARLOSAMA-NARI<U+00D1>O.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000248,"COALICION ALCALDIA LEIVA-NARI<U+00D1>O.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000249,"COALICION ALCALDIA SAN PEDRO DE CARTAGO-NARI<U+00D1>O.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000250,"COALICION ALCALDIA TUQUERRES-NARI<U+00D1>O.PARTIDO CONSERVADOR Y FUERZA PROGRESISTA","1",0,1,3
20000251,"COALICION ALCALDIA GENOVA-QUINDIO.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000252,"COALICION ALCALDIA BOLIVAR-SANTANDER.PARTIDO CONSERVADOR Y PARTICIPACION COMUNITARIA","3",0,1,3
20000253,"COALICION ALCALDIA CAROLINA-ANTIOQ.PARTIDO LIBERAL Y PARTIDO SOCIALDEMOCRATA COLOMBIANO","1",0,1,3
20000254,"COALICION ALCALDIA MARINILLA-ANTIOQ.CONV.CIUDADANA Y PARTIDO LIBERAL","1",0,1,3
20000255,"COALICION ALCALDIA TURBO-ANTIOQ. PARTIDO SOCIALDEMOCRATA COLOMBIANO - CONV. CIUDADANA Y PARTIDO LIBERAL COLOMBIANO","1",0,0,3
20000256,"COALICION ALCALDIA CURITI-SANTANDER.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000257,"COALICION ALCALDIA PONEDERA-ATLANTICO.MOVIMIENTO 19 DE ABRIL Y MORAL","3",0,0,3
20000258,"MOVIMIENTO LIBERALISMO INDEPENDIENTE DE RESTITUCION - LIDER","2",0,0,4
20000259,"G.S.C VOLUNTAD POPULAR ALTERNATIVA DEMOCRATICA","2",0,0,4
20000260,"COALICION ALCALDIA EL CARMEN DE CHUCURI-SANTANDER.PARTIDO LIBERAL Y PARTIDO COMUNAL Y COMUNITARIO","3",0,1,3
20000261,"COALICION ALCALDIA GUACA-SANTANDER.PARTIDO CONSERVADOR Y MORAL","1",0,1,3
20000262,"COALICION ALCALDIA GUAPOTA-SANTANDER.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000263,"COALICION ALCALDIA GUEPSA-SANTANDER.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000264,"COALICION ALCALDIA SABANA DE TORRES-SANTANDER.PARTIDO LIBERAL Y CONVERGENCIA CIUDADANA","1",0,1,3
20000265,"COALICION ALCALDIA SAN ANDRES-SANTANDER.PARTIDO CONSERVADOR Y CONVERGENCIA CIUDADANA","1",0,1,3
20000266,"COALICION ALCALDIA SANTA HELENA DEL OPON-SANTANDER.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000267,"COALICION ALCALDIA SAN JUAN DE BETULIA-SUCRE.PARTIDO LIBERAL Y CONVERGENCIA POPULAR CIVICA","1",0,1,3
20000268,"COALICION ALCALDIA CAJAMARCA-TOLIMA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000269,"COALICION ALCALDIA CARMEN DE APICALA-TOLIMA.PARTIDO LIBERAL Y MOVIMIENTO CAMBIO RADICAL","1",0,1,3
20000270,"COALICION ALCALDIA BOLIVAR-VALLE.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000271,"COALICION ALCALDIA RIOFRIO-VALLE DEL CAUCA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000272,"COALICION ALCALDIA MAICAO-GUAJIRA.PARTIDO LIBERAL Y MORAL","1",0,1,3
20000273,"MOVIMIENTO CONVERGENCIA POPULAR","2",0,0,4
20000275,"COALICION ALCALDIA ARGELIA-ANTIOQUIA.PROGRESISMO DEMOCRATICO Y PARTIDO LIBERAL","1",0,1,3
20000276,"COALICION ALCALDIA CONCEPCION-ANTIOQUIA.PARTIDO CONSERVADOR Y FUERZA PROGRESISTA","1",0,1,3
20000277,"COALICION ALCALDIA GIRARDOTA-ANTIOQ.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000278,"COALICION ALCALDIA GUATAPE-ANTIOQ.PARTIDO LIBERAL Y MOVIMIENTO NACIONAL","1",0,1,3
20000279,"COALICION ALCALDIA LA UNION-ANTIOQ.PARTIDO LIBERAL Y PPC","1",0,1,3
20000280,"COALICION ALCALDIA YALI-ANTIOQ.FUERZA PROGRESISTA Y PARTIDO LIBERAL","1",0,1,3
20000281,"COALICION ALCALDIA GALAPA-ATLANTICO.PARTICO NACIONAL CONSERVADOR Y VOLUNTAD","3",0,1,3
20000282,"COALICION ALCALDIA MOMPOX-BOLIVAR.APERTURA LIBERAL Y PARTIDO CONSERVADOR","1",0,1,2
20000283,"COALICION ALCALDIA RONDON-BOYACA.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000284,"COALICION ALCALDIA SOGAMOSO-BOYACA.PARTIDO LIBERAL Y PARTIDO COMUNAL Y COMUNITARIO","3",0,1,3
20000285,"COALICION ALCALDIA CALOTO-CAUCA.PARTIDO LIBERAL Y MOVIMIENTO UNIONISTA","1",0,1,3
20000286,"COALICION ALCALDIA BECERRIL-CESAR.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000287,"COALICION ALCALDIA TIERRALTA-CORDOBA.PARTIDO LIBERAL Y MIPOL","1",0,1,3
20000288,"COALICION ALCALDIA PASCA-CUNDINAMARCA.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000289,"COALICION ALCALDIA URUMITA-GUAJIRA.PARTIDO CONSERVADOR Y FUERZA PROGRESISTA","1",0,1,3
20000290,"COALICION ALCALDIA VILLAVICENCIO-META.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000291,"COALICION ALCALDIA PUERTO CONCORDIA-META.ANAPO Y PARTIDO LIBERAL","1",0,1,3
20000292,"COALICION ALCALDIA LA LLANADA-NARI<U+00D1>O.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000293,"COALICION ALCALDIA LINARES-NARI<U+00D1>O.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000294,"COALICION ALCALDIA PUERRES-NARI<U+00D1>O.FUERZA PROGRESISTA Y PARTIDO SOCIAL DEMOCRATA","1",0,0,3
20000295,"COALICION ALCALDIA CUCUTA-NORTE.PARTIDO LIBERAL - PARTIDO SOCIAL DEMOCRATA Y PARTIDO COMUNAL Y COMUNITARIO","1",0,99,3
20000296,"COALICION ALCALDIA ABREGO-NORTE.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000297,"COALICION ALCALDIA LABATECA-NORTE.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000298,"COALICION ALCALDIA RAGONVALIA-NORTE.MOVIMIENTO CIUDADANO Y APERTURA LIBERAL","1",0,0,3
20000299,"COALICION ALCALDIA SALENTO-QUINDIO.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000300,"COALICION ALCALDIA SOLEDAD-ATLANTICO.MOVIMIENTO LIDER Y VOLUNTAD POPULAR","2",0,99,4
20000301,"COALICION ALCALDIA CARTAGENA-BOLIVAR.PARTIDO LIBERAL - CAMBIO RADICAL Y VIA NACIONAL RADICAL","1",0,99,3
20000302,"COALICION ALCALDIA CARTAGENA-BOLIVAR.PARTIDO LIBERAL COLOMBIANO Y MOV. POLITICO COMUNAL Y COMUNITARIO","3",0,1,3
20000303,"COALICION ALCALDIA DE SUPIA-CALDAS.MOVIMIENTO SALVACION NACIONAL Y PARTIDO CONSERVADOR","1",0,1,3
20000304,"MOVIMIENTO DE ALTERNATIVA DE AVANZADA","2",0,0,4
20000305,"COALICION ALCALDIA LORICA-CORDOBA.PARTIDO LIBERAL - PARTIDO CONSERVADOR Y MOV. NACIONAL","1",1,1,3
20000306,"COALICION ALCALDIA MOMIL-CORDOBA.MOVIMIENTO AICO Y MORAL","3",0,0,3
20000307,"COALICION ALCALDIA NOCAIMA-CUNDINAMARCA.PARTIDO CONSERVADOR Y MPC","3",0,1,3
20000308,"MOVIMIENTO CIVICO","2",0,0,4
20000309,"COALICION ALCALDIA SANTA MARTA-MAGD.PARTIDO LIBERAL COLOMBIA Y MOV. LIBERALISMO INDEPEND DE RESTITUCION -LIDER","2",0,1,4
20000310,"COALICION ALCALDIA OSPINA-NARI<U+00D1>O.FUERZA PROGRESISTA Y PARTIDO CONSERVADOR","1",0,1,3
20000311,"COALICION ALCALDIA CUCUTA-NORTE.PARTIDO CONSERVADOR Y SALVACION NACIONAL","1",0,1,3
20000312,"COALICION ALCALDIA PAMPLONA-NORTE.PARTIDO CONSERVADOR Y MOV. PARTICIPACION POPULAR","1",0,1,3
20000313,"COALICION ALCALDIA BARRANCABERMEJA-SANT.MOV. POLITICO COMUNAL Y COMUNITARIO Y PARTIDO LIBERAL COLOMBIANO","3",0,1,3
20000314,"COALICION ALCALDIA PINCHOTE-SANTANDER.PARTIDO LIBERAL Y NUEVO LIBERALISMO","1",0,1,3
20000315,"COALICION ALCALDIA SABANA DE TORRES-SANTANDER.VAMOS COLOMBIA Y PART. COMUNITARIA","2",0,0,4
20000316,"COALICION ALCALDIA CAJAMARCA-TOLIMA.CON. CIUDADANA Y APERTURA LIBERAL","1",0,0,3
20000317,"COALICION ALCALDIA SANTA ISABEL-TOLIMA.PARTIDO CONSERVADOR Y POPULAR COLOMBIANO","1",0,1,3
20000318,"COALICION ALCALDIA ALCALA-VALLE.VAMOS COLOMBIA Y PARTIDO COMUNAL Y COMUNITARIO","2",0,0,4
20000319,"COALICION ALCALDIA BUENAVENTURA-VALLE.PARTIDO LIBERAL Y MPCCC","2",0,1,4
20000320,"COALICION ALCALDIA FLORENCIA-CAQUETA.MOVIMIENTO 19 ABRIL - VIA ALTERNA Y CONV. CIUDADANA","1",0,0,1
20000321,"COALICION ALCALDIA RIOHACHA-GUAJIRA.PARTIDO VERDE OXIGENO Y PARTIDO CONSERVADOR","1",0,1,3
20000322,"COALICION ALCALDIA URUMITA-GUAJIRA.PARTIDO LIBERAL Y PARTIDO SOCIALDEMOCRATA COLOMBIANO","1",0,1,3
20000324,"G.S.C UNIDAD Y ALIANZA POR SAN FRANCISCO","2",0,0,4
20000325,"COALICION ALCALDIA PUERTO SANTANDER-NORTE.PARTIDO LIBERAL Y MOVIMIENTO CIUDADANO","1",0,1,3
20000326,"MOVIMIENTO DEJEN JUGAR AL MORENO","2",0,0,4
20000327,"COALICION ALCALDIA JESUS MARIA-SANTANDER.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000328,"COALICION ALCALDIA PARAMO-SANTANDER.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000329,"COALICION ALCALDIA PIEDECUESTA-SANTANDER.PARTIDO CONSERVADOR Y PARTIDO POPULAR","1",0,1,3
20000330,"COALICION ALCALDIA SAN BENITO-SANTANDER.NUEVO LIBERALISMO Y PARTIDO CONSERVADOR","1",0,1,3
20000331,"COALICION ALCALDIA VETAS-SANTANDER.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000332,"COALICION ALCALDIA VILLANUEVA-SANTANDER.PARTIDO CONSERVADOR Y CONVERGENCIA CIUDADANA","1",0,1,3
20000333,"COALICION ALCALDIA CUNDAY-TOLIMA.PARTIDO CONSERVADOR Y MOVIMIENTO CAMBIO RADICAL","1",0,1,3
20000334,"COALICION ALCALDIA HERVEO-TOLIMA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000335,"COALICION ALCALDIA LERIDA-TOLIMA.PARTIDO LIBERAL Y MOVIMIENTO CAMBIO RADICAL","1",0,1,3
20000336,"COALICION ALCALDIA ROVIRA-TOLIMA.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000337,"COALICION ALCALDIA SUAREZ-TOLIMA.MOVIMIENTO UNIONISTA Y MOVIMIENTO CAMBIO RADICAL","1",0,0,3
20000338,"COALICION ALCALDIA VALLE DE SAN JUAN-TOLIMA.PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000339,"COALICION ALCALDIA CANDELARIA-VALLE.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000340,"COALICION ALCALDIA VIJES-VALLE.PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000341,"RENOVACION","2",0,0,4
20000360,"COALICION ASAMBLEA ANTIOQUIA.  PARTIDO LIBERAL Y MOIR","3",0,1,3
20000361,"COALICION ASAMBLEA ANTIOQUIA.  PARTIDO LIBERAL Y CONVERGENCIA CIUDADANA","1",0,1,3
20000362,"COALICION ASAMBLEA ATLANTICO.  PARTIDO LIBERAL Y PARTIDO VIRAJE SOCIAL","1",0,1,3
20000363,"COALICION ASAMBLEA ATLANTICO.  MOVIMIENTO CIVICO SERIEDAD POR COLOMBIA Y MOIR","3",0,0,3
20000364,"COALICION ASAMBLEA ATLANTICO.  MOVIMIENTO CIVICO SERIEDAD POR COLOMBIA Y PARTIDO LIBERAL","1",0,1,3
20000365,"COALICION ASAMBLEA BOLIVAR.  MOVIMIENTO COMPROMISO CIVICO CRISTIANO C4 Y VAMOS COLOMBIA","3",0,0,3
20000366,"COALICION ASAMBLEA BOYACA.  PARTIDO SOCIAL DEMOCRATA Y PARTIDO CONSERVADOR","1",0,1,3
20000367,"POL COM Y COM CIU POR BOYACA","2",0,0,4
20000368,"COALICION ASAMBLEA CALDAS.  MOVIMIENTO CIVICO INDEPENDIENTE Y PARTIDO LIBERAL","1",0,1,3
20000369,"COALICION ASAMBLEA CAQUETA.  MOVIMIENTO CAMBIO RADICAL Y PARTIDO LIBERAL","1",0,1,3
20000370,"G.S.C  DEMOCRACIA INTEGRAL VIDA Y PAZ","2",0,0,4
20000371,"COALICION ASAMBLEA CAQUETA.  MOVIMIENTO POLITICO COMUNAL Y COMUNITARIO Y PARTIDO LIBERAL","3",0,1,3
20000372,"COALICION ASAMBLEA CAQUETA.  MOVIMIENTO M19 - PARTIDO VIA ALTERNA Y CONVERGENCIA CIUDADANA","1",0,0,1
20000373,"COALICION ASAMBLEA CAUCA.  ANAPO Y PARTIDO LIBERAL","1",0,1,3
20000374,"COALICION ASAMBLEA CAUCA.  PARTIDO LIBERAL - ANAPO Y MOVIMIENTO POPULAR UNIDO","1",0,99,3
20000375,"COALICION ASAMBLEA CAUCA.  PARTIDO LIBERAL Y MOVIMIENTO ALTERNATIVO","1",0,1,3
20000376,"COALICION ASAMBLEA CESAR.  PARTIDO CONSERVADOR Y MOVIMIENTO INTEGRACION REGIONAL","1",0,1,3
20000377,"COALICION ASAMBLEA CUNDINAMARCA.  VAMOS COLOMBIA Y MOVIMIENTO CIVICO CONCIENCIA NACIONAL","2",0,99,4
20000378,"COALICION ASAMBLEA CUNDINAMARCA.  PARTIDO CONSERVADOR - MOVIMIENTO NACIONAL PROGRESISTA MNP Y MOVIMIENTO POPULAR COLOMBIANO MPC","2",0,0,4
20000379,"COALICION ASAMBLEA CUNDINAMARCA.  FREN. SOC. UP Y VIA ALTERNA","1",0,0,1
20000380,"COALICION ASAMBLEA CHOCO.  MOVIMIENTO NACIONAL CONSERVADOR Y MOVIMIENTO CIUDADANO","2",0,0,4
20000381,"COALICION ASAMBLEA HUILA.  PARTIDO LIBERAL Y MOVIMIENTO CONVERGENCIA POPULAR","1",0,1,3
20000382,"COALICION ASAMBLEA HUILA.  MOVIMIENTO 19 DE ABRIL Y MOVIMIENTO CONVERGENCIA CIUDADANA","3",0,99,3
20000383,"COALICION ASAMBLEA LA GUAJIRA.  PARTIDO LIBERAL Y MORAL","1",0,1,3
20000384,"COALICION ASAMBLEA LA GUAJIRA.  MORAL Y ALIANZA SOCIAL INDIGENA","1",0,99,3
20000385,"COALICION ASAMBLEA MAGDALENA.  PARTIDO LIBERAL Y MORAL","1",0,1,3
20000386,"COALICION ASAMBLEA META.  PARTIDO LIBERAL Y ANAPO","1",0,1,3
20000387,"COALICION ASAMBLEA META.  MOVIMIENTO CIVICO INDEPENDIENTE MCI - MOIR Y PARTIDO COMUNAL Y COMUNITARIO","2",0,0,4
20000388,"COALICION ASAMBLEA NARI<U+00D1>O.  MOVIMIENTO DE ALTERNATIVA DEMOCRATICA Y PARTIDO LIBERAL","1",0,1,3
20000389,"COALICION ASAMBLEA NARI<U+00D1>O.  PARTIDO LIBERAL Y MOVIMIENTO CONSERVATISMO INDEPENDIENTE","1",0,1,3
20000390,"COALICION ASAMBLEA NORTE DE SANTANDER.  MOVIMIENTO DE PARTICIPACION POPULAR Y PARTIDO CONSERVADOR","1",0,1,3
20000391,"COALICION ASAMBLEA NORTE DE SANTANDER.  PARTIDO LIBERAL Y PARTIDO SOCIALDEMOCRATA COLOMBIANO","1",0,1,3
20000392,"COALICION ASAMBLEA QUINDIO.  MOVIMIENTO NUEVA FUERZA DEMOCRATICA Y SALVACION NACIONAL","1",0,99,3
20000393,"COALICION ASAMBLEA QUINDIO.  MOVIMIENTO FUERZA PROGRESISTA FP - PARTIDO LIBERAL Y PARTIDO CONSERVADOR","1",1,1,3
20000394,"COALICION ASAMBLEA QUINDIO.  VIA ALTERNA - PARTIDO LIBERAL - FUERZA PROGRESISTA Y PARTIDO COMUNAL Y COMUNITARIO","2",0,99,4
20000395,"COALICION ASAMBLEA QUINDIO.  PARTIDO CONSERVADOR Y MOVIMIENTO NACIONAL PROGRESISTA","1",0,1,3
20000396,"COALICION ASAMBLEA RISARALDA.  REC. DEMOCRATICA NACIONAL Y VIA ALTERNA","1",0,0,3
20000397,"COALICION ASAMBLEA SANTANDER.  PARTIDO LIBERAL Y MOVIMIENTO DE PARTICIPACION COMUNITARIA","1",0,1,3
20000398,"COALICION ASAMBLEA SANTANDER.  PARTIDO CONSERVADOR Y MOVIMIENTO DE PARTICIPACION POPULAR","1",0,1,3
20000399,"COALICION ASAMBLEA SANTANDER.  MOVIMIENTO UNION CRISTIANA UC Y MOVIMIENTO COMPROMISO CIVICO CRISTINO C4","3",0,0,2
20000400,"COALICION ASAMBLEA TOLIMA.  PARTIDO CONSERVADOR Y MOVIMIENTO DE SALVACION NACIONAL","1",0,1,3
20000401,"COALICION ASAMBLEA TOLIMA.  UNION PATRIOTICA UP Y MOIR","3",0,0,1
20000402,"COALICION ASAMBLEA VALLE DEL CAUCA.  PARTIDO CONSERVADOR Y MOVIMIENTO CAMBIO RADICAL","1",0,1,3
20000403,"COALICION ASAMBLEA VALLE DEL CAUCA.  ANAPO Y MOVIMIENTO POLITICO COMUNAL Y COMUNITARIO","3",0,0,3
20000405,"COALICION ASAMBLEA VALLE DEL CAUCA.  PARTIDO LIBERAL Y MOV. INDEPENDIENTE FRENTE DE ESPERANZA FE","1",0,1,3
20000406,"COALICION ASAMBLEA VALLE DEL CAUCA.  PARTIDO CONSERVADOR Y PARTIDO LIBERAL","1",1,1,3
20000407,"COALICION ASAMBLEA VALLE DEL CAUCA.  PARTIDO CONSERVADOR Y MOVIMIENTO UNIONISTA","1",0,1,2
20000408,"COALICION ASAMBLEA VALLE DEL CAUCA.  PARTIDO LIBERAL - PARTIDO CONSERVADOR Y PARTIDO DEL SOCIALISMO DEMOCRATICO","2",1,1,4
20000409,"COALICION ASAMBLEA VALLE DEL CAUCA.  MOVIMIENTO UNIONISTA Y MOVIMIENTO CONVERGENCIA POPULAR","1",0,0,3
20000410,"COALICION ASAMBLEA VALLE DEL CAUCA.  MOVIMIENTO UNIONISTA Y MOVIMIENTO HUELLA CIUDADANA","3",0,0,3
20000411,"COALICION ASAMBLEA VALLE DEL CAUCA.  PARTIDO LIBERAL Y PARTIDO SOCIALDEMOCRATA COLOMBIANO","1",0,1,3
20000412,"COALICION ASAMBLEA ARAUCA.  PARTIDO CONSERVADOR Y APERTURA LIBERAL","1",0,1,2
20000413,"COALICION ASAMBLEA ARAUCA.  PARTIDO LIBERAL Y MOVIMIENTO POLITICO COMUNAL Y COMUNITARIO","3",0,1,3
20000414,"COALICION ASAMBLEA PUTUMAYO.  PARTIDO CONSERVADOR Y MOVIMIENTO UNIONISTA","1",0,1,2
20000415,"MOVIMIENTO CIUDADANO PROSPERIDAD","2",0,0,4
20000416,"COALICION ASAMBLEA SAN ANDRES Y PROVIDENCIA.  NUEVA FUERZA DEMOCRATICA Y PARTIDO LIBERAL","1",0,1,3
20000420,"COALICION CONCEJO AMAGA-ANTIOQUIA.MOVIMIENTO UNION CRISTIANA Y PARTIDO LIBERAL","3",0,1,3
20000421,"COALICION CONCEJO AMAGA-ANTIOQUIA.PARTIDO LIBERAL Y MOVIMIENTO RENOVACION DEMOCRATICA","1",0,1,3
